user_id,age,gender,country,signup_date,subscription_type
100,12,Male,United States,2021-08-04,Free
101,16,Female,Sweden,2021-01-13,Free
102,19,Female,Ireland,2021-05-26,Free
103,10,Male,France,2020-10-26,Free
104,25,Female,Portugal,2021-07-27,Premium
105,23,Male,Spain,2020-08-02,Premium
106,22,Female,Belgium,2021-09-20,Free
107,25,Female,Germany,2022-10-23,Free
108,25,Female,Italy,2021-12-09,Basic
109,26,Female,Sweden,2021-10-22,Free
110,21,Female,Belgium,2021-10-02,Free
111,18,Female,Netherlands,2021-03-31,Free
112,25,Female,Portugal,2021-03-07,Free
113,22,Female,Greece,2020-04-30,Premium
114,19,Female,Germany,2020-06-11,Free
115,23,Female,Austria,2021-07-16,Basic
116,18,Female,Germany,2021-07-29,Free
117,32,Male,Portugal,2022-10-03,Free
118,28,Prefer not to say,Ireland,2022-05-12,Basic
119,15,Female,United Kingdom,2022-05-22,Premium
120,24,Male,Italy,2021-06-29,Free
121,17,Female,United Kingdom,2020-05-19,Free
122,35,Male,Norway,2021-11-23,Free
123,18,Female,Netherlands,2022-05-31,Free
124,19,Female,Switzerland,2021-07-20,Free
125,23,Male,Germany,2020-05-15,Free
126,17,Male,Austria,2022-01-05,Free
127,29,Male,Austria,2022-08-29,Free
128,24,Male,Germany,2021-05-20,Free
129,29,Male,Switzerland,2022-04-19,Free
130,28,Female,Denmark,2020-05-23,Premium
131,17,Female,Switzerland,2022-08-27,Free
132,19,Male,Netherlands,2021-12-05,Free
133,31,Male,Italy,2021-05-01,Basic
134,29,Female,Netherlands,2023-03-29,Free
135,18,Female,Germany,2020-07-24,Free
136,24,Female,Spain,2020-11-01,Free
137,17,Female,Finland,2022-12-13,Basic
138,25,Female,Italy,2022-02-22,Free
139,28,Male,United States,2020-10-05,Basic
140,27,Female,Ireland,2023-03-29,Basic
141,17,Male,Sweden,2022-10-11,Basic
142,21,Female,Portugal,2020-06-03,Basic
143,28,Male,Norway,2021-10-27,Free
144,22,Male,Germany,2021-09-11,Free
145,35,Female,Netherlands,2021-11-28,Free
146,23,Female,France,2021-09-22,Free
147,21,Female,Germany,2022-07-16,Free
148,28,Female,United Kingdom,2023-03-26,Free
149,25,Male,Switzerland,2022-12-27,Premium
150,23,Male,Finland,2020-07-06,Premium
151,36,Female,Norway,2022-09-26,Basic
152,24,Female,Spain,2022-09-26,Free
153,27,Female,Portugal,2020-09-09,Premium
154,26,Male,Norway,2022-07-07,Premium
155,23,Female,Netherlands,2022-09-06,Free
156,19,Female,Finland,2020-11-02,Basic
157,33,Male,France,2022-09-21,Free
158,21,Male,Denmark,2020-09-04,Free
159,30,Female,Switzerland,2021-12-12,Premium
160,23,Male,Spain,2021-08-26,Free
161,24,Female,Netherlands,2020-11-14,Free
162,22,Female,Ireland,2021-01-04,Free
163,28,Female,France,2021-10-11,Premium
164,16,Male,Finland,2022-10-11,Free
165,34,Female,Netherlands,2023-04-01,Basic
166,17,Male,Belgium,2021-07-22,Free
167,25,Male,Spain,2021-10-30,Basic
168,29,Female,Netherlands,2020-06-01,Basic
169,14,Female,Finland,2022-02-28,Free
170,24,Male,Italy,2021-07-25,Free
171,26,Female,Belgium,2021-06-24,Free
172,16,Male,Spain,2020-12-17,Free
173,26,Male,Spain,2020-12-15,Free
174,21,Male,France,2020-09-24,Free
175,24,Male,Norway,2020-07-01,Free
176,34,Female,Norway,2022-02-07,Free
177,27,Female,Germany,2020-10-03,Premium
178,24,Male,Austria,2022-10-23,Premium
179,22,Male,Netherlands,2022-05-23,Free
180,18,Male,Spain,2021-03-11,Free
181,22,Male,Portugal,2020-10-30,Free
182,23,Female,Finland,2022-04-26,Basic
183,27,Female,Belgium,2021-10-04,Free
184,19,Female,Spain,2022-02-20,Free
185,31,Female,United States,2020-11-18,Free
186,23,Female,United Kingdom,2022-06-13,Premium
187,21,Male,Ireland,2021-12-21,Basic
188,22,Male,Greece,2022-09-17,Free
189,28,Male,Finland,2022-08-24,Free
190,27,Female,Germany,2022-08-02,Free
191,33,Female,Italy,2023-02-18,Free
192,27,Male,Ireland,2020-12-21,Premium
193,30,Male,Spain,2020-11-08,Free
194,35,Female,Sweden,2020-05-12,Basic
195,22,Female,Sweden,2020-05-28,Free
196,28,Female,Spain,2023-02-22,Basic
197,24,Female,Germany,2020-08-17,Basic
198,30,Female,Denmark,2021-09-30,Free
199,22,Female,Ireland,2021-09-10,Free
200,32,Male,Portugal,2023-02-12,Premium
201,28,Female,Switzerland,2023-04-10,Free
202,20,Female,Finland,2020-05-26,Free
203,27,Male,Portugal,2022-11-11,Free
204,22,Male,Greece,2021-03-13,Free
205,25,Female,Austria,2021-04-12,Basic
206,31,Female,Belgium,2021-08-06,Basic
207,31,Female,Spain,2022-10-03,Basic
208,16,Male,France,2022-09-13,Basic
209,26,Female,United Kingdom,2021-10-15,Basic
210,23,Male,Spain,2020-11-25,Basic
211,27,Female,France,2021-03-10,Free
212,23,Male,Netherlands,2021-09-23,Free
213,27,Male,Austria,2022-08-26,Free
214,17,Male,Finland,2020-08-06,Basic
215,27,Female,Austria,2022-01-14,Free
216,20,Female,Belgium,2021-10-13,Free
217,27,Female,Denmark,2021-01-04,Premium
218,24,Female,Norway,2023-01-28,Free
219,31,Male,Norway,2022-11-27,Free
220,33,Male,Portugal,2022-05-29,Basic
221,21,Male,Germany,2020-05-13,Basic
222,42,Female,Switzerland,2022-04-09,Basic
223,26,Female,Spain,2020-06-14,Free
224,26,Female,Spain,2023-03-06,Basic
225,23,Female,France,2022-02-05,Basic
226,17,Male,Norway,2020-09-24,Free
227,21,Male,Norway,2021-08-30,Basic
228,24,Male,Denmark,2022-03-18,Basic
229,29,Female,Denmark,2021-01-22,Free
230,20,Male,Greece,2022-04-29,Basic
231,19,Male,Netherlands,2023-04-12,Free
232,23,Male,Denmark,2022-12-05,Basic
233,22,Female,Netherlands,2022-02-05,Basic
234,20,Male,Austria,2020-05-21,Free
235,25,Male,Netherlands,2021-06-27,Free
236,21,Male,Spain,2021-09-19,Basic
237,30,Male,Greece,2021-03-03,Free
238,29,Male,Italy,2021-11-03,Free
239,13,Male,Greece,2022-02-16,Free
240,23,Female,France,2021-07-09,Basic
241,24,Female,United States,2021-04-19,Free
242,31,Female,Sweden,2021-05-28,Premium
243,21,Non-Binary,Ireland,2020-12-21,Free
244,23,Female,Ireland,2021-08-28,Basic
245,30,Male,Greece,2022-05-26,Basic
246,30,Male,Ireland,2022-07-16,Basic
247,28,Female,France,2022-12-09,Free
248,18,Male,Belgium,2022-01-26,Basic
249,32,Male,Belgium,2021-05-06,Basic
250,24,Female,Germany,2021-03-11,Basic
251,23,Female,Switzerland,2022-06-24,Basic
252,27,Female,Finland,2023-02-17,Free
253,32,Female,Netherlands,2022-08-22,Free
254,26,Female,Germany,2021-12-23,Free
255,24,Female,Finland,2022-05-29,Free
256,29,Female,France,2022-12-22,Free
257,36,Female,Finland,2022-03-13,Free
258,20,Female,Finland,2021-09-24,Basic
259,25,Female,Austria,2020-07-05,Free
260,37,Female,Austria,2021-03-07,Basic
261,27,Female,Norway,2022-04-12,Free
262,15,Male,United Kingdom,2021-09-21,Free
263,31,Male,Norway,2022-06-29,Free
264,22,Female,Greece,2021-02-09,Basic
265,18,Female,United Kingdom,2020-05-20,Free
266,28,Female,Denmark,2020-11-30,Free
267,23,Male,Austria,2022-03-15,Basic
268,22,Male,Denmark,2022-10-10,Free
269,22,Female,Spain,2021-03-28,Free
270,29,Female,Denmark,2021-07-19,Free
271,25,Male,Switzerland,2020-05-08,Free
272,32,Male,United States,2020-10-29,Free
273,26,Female,Denmark,2020-11-07,Free
274,22,Female,Ireland,2021-04-22,Basic
275,30,Female,Belgium,2021-10-13,Basic
276,30,Male,United States,2021-03-24,Premium
277,14,Female,France,2021-06-03,Free
278,28,Male,Sweden,2022-12-15,Free
279,23,Female,Portugal,2021-09-17,Basic
280,27,Female,Greece,2021-04-05,Basic
281,27,Female,Netherlands,2020-06-19,Premium
282,38,Female,Italy,2021-01-19,Basic
283,35,Female,United States,2021-07-20,Free
284,28,Female,Greece,2022-10-15,Basic
285,22,Female,Spain,2022-11-22,Free
286,20,Male,United States,2021-01-04,Free
287,24,Female,Belgium,2020-09-17,Free
288,27,Female,Austria,2020-10-11,Free
289,23,Male,Austria,2023-03-19,Free
290,20,Female,France,2020-08-14,Free
291,32,Female,United States,2022-10-04,Basic
292,19,Male,Austria,2020-08-26,Basic
293,28,Male,France,2023-01-12,Basic
294,19,Male,France,2022-08-04,Free
295,25,Female,Italy,2022-01-27,Free
296,20,Male,Denmark,2021-06-11,Basic
297,25,Male,Austria,2021-10-29,Basic
298,20,Male,Spain,2022-12-06,Free
299,15,Female,Portugal,2022-02-08,Basic
300,25,Male,Ireland,2020-07-26,Basic
301,22,Female,United States,2022-01-09,Free
302,24,Female,Finland,2023-04-03,Free
303,40,Female,Switzerland,2023-03-21,Basic
304,41,Female,Switzerland,2022-09-28,Free
305,33,Female,Portugal,2020-11-24,Free
306,30,Female,United Kingdom,2022-08-09,Free
307,34,Female,Portugal,2022-02-11,Free
308,23,Male,Norway,2020-09-03,Basic
309,27,Female,Portugal,2021-09-10,Free
310,19,Male,Germany,2020-11-03,Free
311,27,Male,Finland,2022-03-21,Basic
312,25,Female,France,2021-02-17,Premium
313,26,Female,Denmark,2021-07-08,Free
314,31,Female,Germany,2020-10-19,Basic
315,33,Male,United Kingdom,2023-01-24,Free
316,23,Female,Norway,2022-05-18,Premium
317,25,Male,Switzerland,2020-05-17,Free
318,32,Female,Norway,2021-03-28,Free
319,24,Female,France,2020-12-20,Free
320,30,Male,Ireland,2021-02-14,Free
321,29,Female,Portugal,2023-01-08,Free
322,25,Female,Greece,2022-11-01,Free
323,18,Male,Netherlands,2021-05-07,Basic
324,26,Male,Greece,2021-08-05,Free
325,30,Male,Sweden,2022-03-20,Basic
326,22,Male,Switzerland,2021-06-27,Free
327,19,Male,Switzerland,2022-09-29,Free
328,26,Female,Finland,2020-12-19,Free
329,26,Male,Portugal,2021-10-31,Premium
330,24,Female,Switzerland,2021-12-03,Free
331,22,Male,Switzerland,2022-01-27,Premium
332,22,Male,Norway,2022-03-15,Free
333,20,Female,Portugal,2022-03-23,Free
334,26,Female,Denmark,2023-03-29,Premium
335,18,Male,Italy,2022-01-15,Free
336,16,Female,Sweden,2022-03-20,Basic
337,25,Male,Denmark,2021-11-18,Premium
338,35,Male,Belgium,2023-01-20,Free
339,38,Female,Finland,2022-09-23,Free
340,15,Male,Portugal,2022-12-16,Free
341,27,Male,Spain,2023-01-09,Free
342,27,Female,Norway,2020-08-07,Free
343,29,Female,United Kingdom,2020-05-17,Free
344,31,Male,Italy,2022-02-13,Free
345,23,Male,Sweden,2021-09-08,Free
346,23,Female,Netherlands,2022-09-27,Basic
347,25,Female,United States,2022-08-01,Free
348,27,Male,Switzerland,2023-04-06,Free
349,15,Female,Finland,2020-10-31,Premium
350,22,Male,Germany,2022-01-25,Basic
351,19,Male,Portugal,2022-09-08,Free
352,24,Female,United Kingdom,2022-10-14,Free
353,26,Female,Norway,2023-01-17,Free
354,23,Male,Netherlands,2022-09-27,Free
355,29,Female,Norway,2021-11-30,Free
356,23,Female,United States,2020-08-25,Premium
357,32,Female,France,2022-10-21,Free
358,23,Male,Germany,2022-02-26,Free
359,26,Female,France,2020-06-20,Free
360,21,Female,Switzerland,2020-12-28,Premium
361,24,Female,Greece,2021-08-15,Free
362,29,Female,Italy,2020-05-17,Free
363,24,Male,Netherlands,2022-09-02,Basic
364,24,Male,Greece,2020-08-20,Basic
365,28,Female,United States,2021-06-03,Free
366,30,Male,Denmark,2020-05-27,Premium
367,22,Female,Finland,2022-07-04,Basic
368,27,Female,United States,2020-07-23,Basic
369,14,Male,Denmark,2022-10-05,Free
370,26,Male,Netherlands,2021-04-26,Free
371,18,Male,Belgium,2020-05-13,Free
372,29,Female,Greece,2020-05-07,Basic
373,15,Male,Portugal,2020-07-03,Basic
374,25,Male,Denmark,2021-11-20,Free
375,18,Female,Greece,2022-01-13,Basic
376,25,Female,Finland,2020-05-26,Free
377,22,Female,Italy,2022-07-18,Free
378,38,Female,Switzerland,2020-06-27,Premium
379,25,Female,Switzerland,2022-04-15,Basic
380,19,Male,Portugal,2022-01-07,Free
381,28,Female,Sweden,2021-10-12,Free
382,19,Female,Finland,2022-01-26,Free
383,17,Male,Finland,2023-03-07,Free
384,26,Male,France,2023-01-20,Premium
385,15,Female,Sweden,2021-05-04,Free
386,25,Male,Denmark,2021-07-22,Free
387,24,Female,United Kingdom,2021-06-25,Basic
388,30,Female,Denmark,2020-06-18,Basic
389,22,Male,Ireland,2022-05-01,Free
390,28,Female,United Kingdom,2023-03-02,Free
391,24,Female,United Kingdom,2022-09-10,Free
392,24,Female,United States,2023-02-03,Premium
393,23,Male,Belgium,2023-01-02,Basic
394,24,Female,France,2023-03-18,Free
395,25,Female,Switzerland,2022-12-29,Basic
396,25,Female,Germany,2022-03-13,Free
397,14,Male,Denmark,2021-10-24,Free
398,28,Male,Ireland,2020-04-26,Free
399,23,Female,Switzerland,2022-05-18,Free
400,19,Male,Austria,2021-09-06,Free
401,24,Female,Switzerland,2022-11-05,Free
402,20,Female,France,2022-04-01,Free
403,25,Female,Norway,2020-04-24,Free
404,24,Male,Netherlands,2021-08-06,Premium
405,19,Female,France,2021-02-14,Free
406,26,Female,Ireland,2021-06-05,Free
407,20,Female,Norway,2020-12-29,Free
408,27,Prefer not to say,Austria,2022-01-29,Free
409,13,Male,Finland,2021-07-31,Free
410,25,Female,Finland,2021-09-06,Basic
411,22,Male,United Kingdom,2020-10-26,Free
412,23,Male,Norway,2022-07-27,Basic
413,32,Male,Italy,2022-12-09,Premium
414,23,Female,United Kingdom,2021-03-28,Free
415,26,Female,Greece,2021-01-13,Basic
416,30,Male,Germany,2022-10-27,Free
417,32,Male,Finland,2022-09-12,Basic
418,19,Female,Germany,2020-09-13,Free
419,30,Female,Norway,2022-03-06,Basic
420,20,Male,Sweden,2023-02-04,Free
421,19,Male,Belgium,2021-06-03,Premium
422,31,Female,Austria,2022-09-30,Free
423,21,Male,Germany,2021-12-20,Free
424,26,Male,France,2021-09-22,Premium
425,30,Female,United Kingdom,2020-07-03,Basic
426,33,Male,Germany,2021-05-01,Basic
427,24,Female,Spain,2020-07-15,Basic
428,23,Male,Austria,2022-03-23,Premium
429,23,Female,Switzerland,2022-08-14,Free
430,24,Female,Ireland,2021-11-01,Free
431,30,Male,Finland,2021-03-14,Free
432,15,Male,Norway,2022-06-27,Free
433,23,Male,Germany,2020-10-08,Free
434,28,Male,Finland,2021-04-22,Free
435,28,Female,Finland,2021-11-07,Basic
436,16,Male,United Kingdom,2020-06-30,Premium
437,30,Female,Greece,2022-10-21,Free
438,25,Female,Sweden,2022-11-18,Basic
439,20,Male,Sweden,2022-06-18,Basic
440,19,Male,France,2021-05-24,Free
441,21,Male,Ireland,2021-04-07,Free
442,23,Female,United Kingdom,2022-01-17,Premium
443,30,Female,Ireland,2020-08-31,Basic
444,20,Male,Sweden,2022-03-14,Free
445,18,Male,Italy,2021-06-04,Basic
446,20,Male,Sweden,2022-10-02,Free
447,23,Male,Germany,2020-05-21,Free
448,14,Male,France,2020-12-10,Free
449,31,Male,Germany,2020-07-01,Free
450,25,Male,Portugal,2020-07-28,Basic
451,28,Female,Portugal,2021-12-31,Basic
452,27,Female,Austria,2020-08-15,Free
453,25,Male,France,2021-06-13,Basic
454,23,Male,Switzerland,2020-07-02,Free
455,18,Female,Portugal,2022-02-09,Free
456,22,Male,Switzerland,2023-04-10,Free
457,24,Male,France,2023-04-07,Premium
458,27,Female,Netherlands,2022-10-26,Basic
459,29,Male,Spain,2022-11-27,Free
460,31,Male,Germany,2020-12-03,Free
461,20,Male,France,2021-06-17,Free
462,24,Female,France,2020-11-07,Free
463,26,Female,Germany,2023-02-11,Free
464,25,Male,France,2022-09-25,Free
465,31,Female,Belgium,2022-11-07,Free
466,23,Female,Spain,2020-05-06,Basic
467,31,Male,Austria,2022-11-03,Basic
468,23,Female,Denmark,2022-05-19,Free
469,22,Male,Portugal,2022-11-24,Free
470,17,Non-Binary,Germany,2021-02-15,Free
471,29,Male,Finland,2021-01-22,Basic
472,31,Male,Austria,2021-12-14,Free
473,29,Male,Ireland,2022-09-21,Basic
474,23,Male,Switzerland,2022-05-16,Free
475,28,Male,Finland,2022-06-24,Free
476,21,Male,France,2020-12-16,Basic
477,31,Male,Denmark,2022-06-22,Free
478,15,Male,Greece,2022-07-14,Free
479,23,Male,Portugal,2022-06-22,Free
480,17,Female,France,2022-07-16,Premium
481,22,Female,Greece,2023-03-22,Basic
482,19,Female,Switzerland,2022-01-20,Basic
483,24,Female,France,2021-07-20,Free
484,28,Female,Finland,2022-06-26,Free
485,24,Male,Netherlands,2021-11-19,Free
486,26,Female,Belgium,2020-07-23,Free
487,23,Female,Spain,2022-06-23,Free
488,29,Male,Netherlands,2023-02-24,Free
489,30,Female,Belgium,2021-07-15,Free
490,18,Male,Germany,2021-04-26,Free
491,30,Female,Italy,2021-05-05,Free
492,29,Male,Greece,2021-01-30,Free
493,30,Female,Italy,2020-10-09,Free
494,26,Male,Switzerland,2020-05-24,Basic
495,18,Female,Germany,2022-10-27,Basic
496,29,Female,Greece,2020-05-19,Premium
497,23,Male,Switzerland,2021-08-01,Free
498,26,Female,Norway,2020-09-26,Free
499,13,Female,Finland,2020-09-23,Free
500,28,Male,Germany,2022-06-03,Basic
501,29,Female,Netherlands,2022-07-10,Basic
502,35,Male,Italy,2023-02-05,Free
503,31,Male,Denmark,2022-11-02,Free
504,24,Male,Italy,2023-01-23,Free
505,33,Male,Spain,2022-09-14,Premium
506,18,Female,Norway,2021-08-30,Free
507,44,Female,Belgium,2022-12-22,Free
508,40,Female,Germany,2022-03-07,Free
509,29,Male,Norway,2022-02-16,Free
510,20,Female,Austria,2023-03-21,Free
511,25,Female,Finland,2021-03-14,Free
512,28,Female,Switzerland,2023-03-26,Free
513,26,Male,Italy,2022-06-05,Basic
514,28,Male,Switzerland,2022-02-03,Premium
515,30,Prefer not to say,United States,2021-08-23,Basic
516,22,Male,Italy,2022-12-22,Free
517,25,Male,Denmark,2021-03-01,Free
518,24,Male,Netherlands,2022-10-22,Premium
519,26,Female,Belgium,2021-10-25,Free
520,28,Female,Norway,2022-10-25,Free
521,15,Male,Spain,2020-08-16,Free
522,25,Female,Netherlands,2020-12-13,Free
523,33,Female,Greece,2021-02-17,Free
524,23,Male,Finland,2023-01-20,Free
525,20,Male,United Kingdom,2022-02-21,Free
526,21,Male,Sweden,2020-05-21,Free
527,28,Male,Germany,2021-11-03,Basic
528,16,Male,Spain,2021-07-04,Free
529,26,Male,Spain,2022-11-12,Free
530,8,Female,Norway,2021-11-17,Free
531,32,Male,Norway,2021-02-01,Basic
532,24,Female,Finland,2020-10-12,Basic
533,31,Female,Austria,2020-07-30,Free
534,22,Male,Sweden,2021-03-22,Free
535,26,Male,Ireland,2022-03-07,Free
536,37,Male,Greece,2021-02-22,Premium
537,19,Male,Ireland,2022-01-27,Free
538,29,Male,Spain,2022-10-13,Basic
539,13,Male,Netherlands,2020-05-01,Free
540,12,Female,Switzerland,2022-11-29,Free
541,28,Male,Finland,2021-02-06,Free
542,25,Female,Italy,2021-07-06,Free
543,22,Male,Sweden,2021-02-21,Free
544,24,Male,Italy,2020-04-28,Basic
545,22,Female,Ireland,2020-06-14,Free
546,26,Male,Germany,2020-10-11,Basic
547,28,Male,Greece,2022-01-01,Basic
548,29,Male,United Kingdom,2023-03-28,Basic
549,25,Female,Ireland,2021-05-31,Free
550,29,Female,Greece,2021-09-01,Free
551,28,Female,Italy,2023-04-02,Free
552,26,Female,Greece,2022-06-28,Free
553,22,Female,Switzerland,2022-09-22,Free
554,11,Male,Greece,2021-10-08,Basic
555,24,Male,Portugal,2021-04-12,Free
556,23,Male,Portugal,2023-02-01,Free
557,16,Female,United States,2022-03-26,Basic
558,28,Female,United States,2023-01-20,Free
559,25,Female,Sweden,2022-01-01,Basic
560,18,Female,France,2023-04-11,Free
561,29,Non-Binary,Germany,2022-09-24,Basic
562,28,Male,Germany,2020-05-04,Free
563,30,Male,Belgium,2021-10-12,Basic
564,19,Female,Portugal,2020-09-03,Basic
565,27,Female,Belgium,2020-12-04,Basic
566,20,Male,Denmark,2021-07-05,Premium
567,10,Female,Sweden,2020-04-26,Premium
568,22,Female,Germany,2020-05-09,Basic
569,23,Male,Norway,2023-03-28,Free
570,35,Male,Spain,2021-12-03,Free
571,26,Male,United States,2020-08-21,Basic
572,32,Female,Belgium,2021-07-06,Free
573,22,Male,Spain,2021-09-12,Free
574,29,Male,Spain,2021-08-19,Free
575,19,Male,Austria,2022-10-17,Free
576,30,Male,United Kingdom,2020-11-21,Free
577,18,Male,Finland,2020-09-12,Free
578,31,Male,France,2021-04-16,Free
579,24,Male,Spain,2020-09-06,Basic
580,21,Female,Netherlands,2022-03-29,Basic
581,19,Female,Belgium,2020-04-28,Free
582,29,Female,United States,2022-01-04,Basic
583,20,Male,United States,2021-04-25,Free
584,26,Male,Ireland,2023-02-05,Free
585,22,Male,Netherlands,2022-04-24,Free
586,25,Female,United States,2022-06-30,Basic
587,25,Male,Denmark,2021-08-22,Basic
588,21,Female,Spain,2021-02-27,Premium
589,19,Non-Binary,Germany,2020-05-05,Free
590,18,Female,Ireland,2022-03-11,Free
591,27,Male,Finland,2023-03-08,Free
592,25,Male,Austria,2022-07-05,Free
593,34,Female,Sweden,2020-04-22,Free
594,25,Female,Austria,2020-08-18,Free
595,16,Male,United Kingdom,2021-08-07,Basic
596,32,Male,Finland,2021-02-06,Free
597,19,Male,Spain,2022-12-20,Free
598,28,Female,Sweden,2023-02-19,Free
599,22,Female,Germany,2021-07-22,Basic
600,28,Male,Denmark,2021-08-30,Free
601,24,Male,Ireland,2021-04-20,Free
602,19,Female,Switzerland,2020-06-22,Free
603,20,Prefer not to say,Finland,2020-07-17,Free
604,20,Male,Netherlands,2020-12-19,Basic
605,21,Female,France,2020-04-28,Free
606,35,Female,United Kingdom,2021-09-19,Basic
607,25,Female,Italy,2022-03-09,Free
608,26,Female,Switzerland,2021-07-24,Basic
609,31,Male,Norway,2022-12-30,Free
610,19,Male,Spain,2020-06-12,Free
611,21,Male,United Kingdom,2023-02-08,Basic
612,21,Male,Belgium,2021-08-30,Free
613,21,Female,Sweden,2021-04-25,Basic
614,33,Female,Italy,2022-11-20,Basic
615,22,Male,Netherlands,2022-06-01,Basic
616,18,Female,Sweden,2021-09-20,Basic
617,23,Male,Portugal,2020-09-24,Basic
618,21,Female,United States,2023-01-23,Free
619,19,Male,Italy,2022-06-22,Free
620,27,Male,Spain,2021-01-06,Premium
621,15,Female,Denmark,2022-10-11,Premium
622,26,Female,Austria,2020-11-18,Free
623,32,Male,Sweden,2022-09-03,Free
624,36,Male,Ireland,2023-04-02,Free
625,32,Female,Norway,2022-04-11,Free
626,23,Female,Belgium,2023-01-23,Free
627,24,Female,Denmark,2020-11-20,Basic
628,30,Female,Norway,2021-12-03,Free
629,30,Female,United Kingdom,2021-10-13,Free
630,20,Male,Portugal,2021-10-16,Free
631,13,Male,Belgium,2020-06-29,Basic
632,22,Female,Belgium,2023-03-27,Basic
633,33,Male,Norway,2021-04-02,Basic
634,24,Male,Norway,2021-12-09,Free
635,18,Male,Norway,2021-05-06,Premium
