user_id,content_id,revenue_amount,revenue_type,transaction_date
70471,999,0.0,Subscription,2023-03-16
62153,3065,0.0,Subscription,2022-03-29
70955,1377,4.58,Advertisement,2020-09-15
74353,3015,36.69,Advertisement,2021-12-14
85062,4239,6.68,Advertisement,2022-07-12
68840,1438,16.54,Advertisement,2023-01-27
43259,351,19.54,Advertisement,2022-10-23
27065,2550,70.0,Subscription,2023-04-10
91066,2985,61.57,Advertisement,2023-03-10
39432,1175,15.2,In-app Purchase,2023-01-11
56448,3810,0.0,Subscription,2021-06-04
83111,3295,1.85,Advertisement,2022-07-10
18276,1027,9.89,Advertisement,2021-05-13
32849,2429,12.87,In-app Purchase,2022-05-25
83702,4911,19.11,In-app Purchase,2022-07-21
17686,4607,7.19,Advertisement,2023-04-09
42245,2365,7.09,In-app Purchase,2023-04-09
93565,567,200.0,Subscription,2021-10-07
76694,1215,14.86,Advertisement,2021-10-16
27945,1003,0.0,Subscription,2022-10-23
49324,434,11.19,Advertisement,2022-06-18
89940,3739,10.98,Advertisement,2022-12-08
71657,4114,12.17,Advertisement,2022-12-27
64955,1183,28.76,Advertisement,2022-10-09
92923,201,3.62,Advertisement,2022-07-27
63092,4521,41.59,Advertisement,2022-09-11
40648,2726,0.0,Subscription,2023-04-12
98000,3298,78.08,Advertisement,2021-07-05
18049,580,0.0,Subscription,2022-08-17
16087,1065,1.73,Advertisement,2021-07-28
67485,303,0.0,Subscription,2021-07-22
13854,1821,5.15,Advertisement,2023-04-05
96789,882,23.99,Advertisement,2023-03-26
1891,893,36.29,Advertisement,2022-09-12
85323,2561,14.41,Advertisement,2020-12-21
16153,684,2.99,Advertisement,2022-09-25
48858,4099,0.0,Subscription,2020-09-27
63164,2888,40.0,Subscription,2022-07-30
35551,2749,0.0,Subscription,2022-08-13
44410,3486,9.06,Advertisement,2023-04-09
90252,3072,6.35,Advertisement,2022-06-01
66248,3721,11.33,Advertisement,2023-03-24
31011,4829,0.92,Advertisement,2023-01-09
75922,3836,26.22,Advertisement,2021-05-12
20149,1002,7.72,In-app Purchase,2023-04-03
24738,4985,59.01,Advertisement,2022-07-12
96958,1175,10.66,Advertisement,2022-03-15
25467,216,31.46,Advertisement,2022-04-21
11138,2735,4.9,Advertisement,2022-11-30
11596,806,4.2,Advertisement,2022-04-15
52495,1633,0.0,Subscription,2021-01-18
9922,1016,10.73,Advertisement,2023-02-22
51303,2242,0.0,Subscription,2023-02-03
72305,2777,14.38,Advertisement,2022-08-05
46389,1217,0.0,Subscription,2022-10-24
39475,4663,10.96,Advertisement,2023-04-17
77094,3604,8.07,Advertisement,2023-04-14
78994,2663,0.0,Subscription,2022-07-26
5415,894,6.45,Advertisement,2021-08-25
46615,1669,24.8,Advertisement,2022-02-05
18804,150,9.22,Advertisement,2022-12-17
49597,1972,2.22,In-app Purchase,2022-03-05
93584,1407,8.6,Advertisement,2023-02-13
25606,4303,21.91,Advertisement,2023-04-05
54600,3659,7.85,Advertisement,2022-03-25
12520,4956,63.08,Advertisement,2021-11-03
57686,149,0.0,Subscription,2022-11-05
22751,3075,65.42,Advertisement,2021-11-30
50243,1636,8.68,Advertisement,2022-11-30
74330,1401,0.0,Subscription,2022-05-01
52308,2491,9.49,Advertisement,2023-03-22
26933,3747,60.0,Subscription,2022-08-06
36184,1258,9.49,Advertisement,2022-12-09
86713,3465,16.41,Advertisement,2022-12-10
44443,1833,0.0,Subscription,2022-08-27
17046,4373,0.0,Subscription,2021-09-10
363,4029,6.83,In-app Purchase,2023-04-13
27255,3847,35.79,Advertisement,2023-04-06
78606,944,17.86,In-app Purchase,2023-02-23
46645,4294,17.44,Advertisement,2022-09-15
8316,234,60.0,Subscription,2022-09-04
66302,3125,12.94,In-app Purchase,2022-07-08
53762,4328,10.69,Advertisement,2022-09-13
48610,2859,9.35,Advertisement,2022-11-20
74571,3140,8.68,Advertisement,2023-01-17
93438,1024,14.78,In-app Purchase,2022-09-02
65287,43,4.02,Advertisement,2022-07-28
27039,638,0.0,Subscription,2021-07-01
42159,1731,1.7,Advertisement,2022-09-18
45268,4510,4.31,Advertisement,2022-09-14
76850,4073,15.09,In-app Purchase,2023-01-29
89,936,0.0,Subscription,2022-10-31
29680,295,19.61,Advertisement,2022-12-04
73901,1407,7.95,Advertisement,2022-09-12
73669,4948,11.14,Advertisement,2022-12-24
86088,1785,3.9,Advertisement,2023-01-13
73565,2939,14.18,Advertisement,2023-04-15
57968,2728,14.17,In-app Purchase,2022-05-30
73840,3570,0.0,Subscription,2021-03-30
51649,615,8.34,In-app Purchase,2022-12-04
40077,2963,6.81,Advertisement,2023-02-24
71049,2927,0.0,Subscription,2023-01-18
44692,1920,50.0,Subscription,2021-08-10
9165,1588,23.62,Advertisement,2021-09-29
66357,3311,15.6,Advertisement,2022-03-25
27746,4880,2.73,Advertisement,2022-10-18
86611,4383,0.0,Subscription,2023-04-07
32777,3461,3.24,Advertisement,2022-11-29
16352,498,80.0,Subscription,2022-07-02
103,784,7.89,Advertisement,2023-04-05
94268,4866,0.0,Subscription,2022-09-03
49135,100,0.0,Subscription,2023-03-04
3006,1239,3.25,Advertisement,2023-03-15
92589,1982,0.0,Subscription,2021-01-29
49130,1697,20.0,Subscription,2021-09-30
51726,2908,70.0,Subscription,2023-03-11
17130,4052,70.0,Subscription,2023-02-21
3853,822,49.75,Advertisement,2022-10-26
56848,3162,26.42,Advertisement,2022-08-27
35271,1018,4.79,Advertisement,2022-10-21
12228,354,17.91,Advertisement,2021-06-18
1778,970,6.79,Advertisement,2023-02-24
25286,3416,0.0,Subscription,2023-01-08
83897,159,30.41,Advertisement,2023-02-16
39577,4774,0.0,Subscription,2023-01-30
51701,966,3.28,Advertisement,2022-05-03
28171,2857,25.7,Advertisement,2022-11-13
10471,823,0.0,Subscription,2023-02-27
84237,3560,8.1,Advertisement,2023-03-17
63544,1718,74.71,Advertisement,2022-09-11
45290,2956,133.45,Advertisement,2021-10-29
13910,2506,30.0,Subscription,2023-03-30
72079,1248,12.54,Advertisement,2023-04-05
77859,2626,0.0,Subscription,2022-04-17
55738,1692,0.0,Subscription,2022-08-27
19204,2558,15.27,In-app Purchase,2021-11-13
61647,1856,4.69,Advertisement,2022-06-07
60600,4875,0.0,Subscription,2022-12-17
19169,4482,11.8,In-app Purchase,2022-11-21
5616,680,0.0,Subscription,2021-06-23
9904,2905,7.1,In-app Purchase,2023-04-11
28266,492,0.0,Subscription,2023-04-04
9615,1120,19.68,Advertisement,2022-09-01
49662,3702,0.0,Subscription,2023-03-15
4991,4043,0.0,Subscription,2022-12-21
63314,3677,0.0,Subscription,2022-03-26
62990,1032,5.48,Advertisement,2021-11-21
3106,4025,15.06,In-app Purchase,2021-10-08
50341,3218,0.0,Subscription,2022-07-03
4059,4295,0.0,Subscription,2022-12-04
21713,4535,5.03,Advertisement,2022-05-29
99803,3715,8.41,Advertisement,2022-01-02
69820,3204,10.0,Subscription,2023-04-14
47927,3812,11.98,Advertisement,2022-09-19
32934,13,20.0,Subscription,2023-01-05
77632,2510,62.28,Advertisement,2023-04-15
16639,879,11.9,Advertisement,2021-09-24
7192,537,30.0,Subscription,2022-04-01
57720,3806,1.74,Advertisement,2023-01-19
16223,1,64.15,Advertisement,2021-07-13
5445,4479,6.89,Advertisement,2023-03-27
68728,2066,3.75,Advertisement,2023-01-19
14570,4545,5.24,Advertisement,2021-12-26
57381,2286,5.39,In-app Purchase,2022-01-10
55279,597,3.2,In-app Purchase,2022-04-21
66331,3982,0.0,Subscription,2023-04-08
10852,3626,22.32,Advertisement,2021-12-21
55976,3860,0.0,Subscription,2022-09-08
18188,4661,6.59,Advertisement,2022-02-09
28070,1944,41.64,Advertisement,2022-07-07
42490,2380,0.0,Subscription,2023-03-15
86109,4351,0.0,Subscription,2022-09-16
33315,1822,0.0,Subscription,2021-12-30
14614,2827,4.08,Advertisement,2021-06-12
68295,1989,12.58,Advertisement,2022-10-24
42979,2358,11.85,Advertisement,2022-09-12
97787,1733,4.93,Advertisement,2023-02-07
86326,3041,6.28,Advertisement,2022-05-30
2615,631,50.0,Subscription,2021-06-20
29480,2818,11.42,Advertisement,2022-08-02
50298,2896,6.17,Advertisement,2023-03-10
91601,3410,7.14,Advertisement,2023-04-10
50917,2098,2.08,Advertisement,2022-04-21
51790,3522,6.0,Advertisement,2022-08-28
1245,3813,8.14,Advertisement,2022-11-07
86162,2993,0.0,Subscription,2022-09-29
22388,1368,3.94,Advertisement,2022-07-20
69940,4390,82.34,Advertisement,2021-12-11
14488,3274,3.24,Advertisement,2023-03-19
62431,1504,12.38,Advertisement,2023-04-03
55650,3457,4.27,Advertisement,2022-02-26
50706,2047,3.39,Advertisement,2023-03-28
99628,1272,3.19,Advertisement,2023-03-12
88812,2462,6.82,Advertisement,2022-01-03
98652,2816,5.12,Advertisement,2021-03-30
25783,4851,60.0,Subscription,2022-08-05
47744,2150,14.44,Advertisement,2022-12-29
31988,66,0.0,Subscription,2022-10-10
79201,3408,0.0,Subscription,2023-03-17
16443,193,1.83,Advertisement,2021-12-06
6690,3953,0.0,Subscription,2023-04-19
7354,3643,16.63,Advertisement,2021-01-08
25924,1975,0.0,Subscription,2021-08-19
64105,4360,4.36,Advertisement,2021-11-25
70705,1790,40.0,Subscription,2023-02-25
28861,193,30.0,Subscription,2021-12-23
78398,475,31.63,Advertisement,2022-05-17
31965,1646,23.38,Advertisement,2023-01-21
10951,4165,6.02,Advertisement,2022-08-31
75819,2482,11.22,Advertisement,2023-04-07
33644,4559,0.0,Subscription,2022-06-02
85825,2599,0.0,Subscription,2021-10-03
91908,1473,15.14,Advertisement,2022-12-05
81458,53,75.88,Advertisement,2022-05-02
23966,4291,3.47,Advertisement,2022-01-07
3201,4490,10.0,Subscription,2022-04-05
78772,2422,0.0,Subscription,2022-10-18
39188,970,10.25,Advertisement,2023-03-21
94333,1510,90.0,Subscription,2022-04-20
49317,1627,21.19,In-app Purchase,2022-07-24
18952,2534,0.0,Subscription,2022-12-08
46134,292,0.0,Subscription,2022-12-19
79031,1382,3.3,Advertisement,2022-11-24
94002,2591,18.37,Advertisement,2022-10-02
20577,370,7.49,Advertisement,2022-03-15
94727,1050,23.73,Advertisement,2022-06-13
31909,1646,17.22,Advertisement,2023-03-08
29652,653,6.07,Advertisement,2021-01-12
72119,2070,0.0,Subscription,2022-12-15
66469,1464,7.01,Advertisement,2023-01-13
67241,3063,21.43,Advertisement,2022-12-22
13704,2547,55.28,Advertisement,2023-02-09
328,446,0.0,Subscription,2023-04-19
12775,3079,4.77,Advertisement,2022-11-04
7105,4135,2.18,Advertisement,2021-06-28
31286,1089,0.0,Subscription,2022-09-29
59392,2862,34.84,In-app Purchase,2022-11-10
12707,2276,0.0,Subscription,2023-01-20
45174,1734,5.06,Advertisement,2023-01-12
5007,1628,16.58,Advertisement,2022-08-10
4052,4114,70.0,Subscription,2022-11-20
25144,1327,3.1,In-app Purchase,2022-02-02
66946,2650,7.58,Advertisement,2023-02-22
65897,3848,11.4,Advertisement,2022-12-16
23800,914,0.0,Subscription,2021-10-22
51539,657,6.02,Advertisement,2023-04-02
24728,1741,0.0,Subscription,2023-01-28
98013,801,20.01,Advertisement,2023-02-26
68169,4016,50.0,Subscription,2022-05-06
46716,1089,11.69,In-app Purchase,2022-11-01
57631,2063,10.25,In-app Purchase,2022-07-04
57081,3264,12.45,Advertisement,2022-09-22
20462,491,0.0,Subscription,2020-10-27
70156,1596,23.17,Advertisement,2023-02-19
62663,3891,6.88,In-app Purchase,2022-04-08
92245,660,0.0,Subscription,2022-01-19
58729,3494,3.77,Advertisement,2020-11-14
75263,252,0.0,Subscription,2022-09-07
22118,2710,0.0,Subscription,2023-02-18
87309,3281,0.0,Subscription,2023-01-29
46080,3809,17.89,Advertisement,2021-04-15
36912,2175,4.76,Advertisement,2023-01-12
73114,1996,1.79,Advertisement,2023-04-18
77336,62,90.0,Subscription,2022-10-19
87557,2471,23.62,Advertisement,2023-02-20
25,2234,2.06,Advertisement,2022-04-30
8031,4176,54.26,Advertisement,2022-08-06
10933,2871,19.19,Advertisement,2023-02-01
88607,1160,4.41,Advertisement,2023-01-03
88837,3654,10.52,Advertisement,2022-04-18
53961,564,10.14,Advertisement,2023-02-10
39561,982,18.48,In-app Purchase,2023-01-29
14151,4633,2.49,Advertisement,2023-01-25
19316,3309,8.71,Advertisement,2022-10-15
73536,3839,40.0,Subscription,2022-12-02
69178,847,0.0,Subscription,2023-04-17
18089,4221,2.16,Advertisement,2023-02-02
6593,509,20.0,Subscription,2021-06-23
34158,2653,13.98,Advertisement,2020-12-16
94614,2330,0.0,Subscription,2022-06-15
90695,1979,13.36,Advertisement,2022-05-01
77384,4777,0.0,Subscription,2022-10-05
96831,1220,74.87,Advertisement,2020-11-04
67023,1581,24.09,Advertisement,2022-09-04
37312,2741,4.97,Advertisement,2022-12-14
68470,2964,0.0,Subscription,2021-10-22
48448,868,2.57,Advertisement,2022-10-18
2709,29,31.0,Advertisement,2022-12-22
44290,3674,0.0,Subscription,2022-12-08
84408,439,0.0,Subscription,2023-04-06
489,2915,0.0,Subscription,2023-02-23
72758,3450,0.0,Subscription,2023-01-13
68376,1472,7.79,Advertisement,2022-08-27
10742,1878,0.0,Subscription,2022-11-11
22520,4907,13.4,Advertisement,2022-12-23
39073,2724,25.2,Advertisement,2022-10-28
88582,1916,6.11,In-app Purchase,2023-04-06
48422,143,0.0,Subscription,2021-08-25
2979,4329,13.52,Advertisement,2022-02-27
61635,3421,11.41,Advertisement,2022-11-07
21568,3152,21.12,Advertisement,2022-04-03
64453,3713,50.0,Subscription,2020-12-06
16697,3487,5.84,Advertisement,2022-11-15
1146,3539,0.0,Subscription,2022-10-29
91848,4778,80.0,Subscription,2023-01-12
33272,3489,0.0,Subscription,2021-10-16
65725,2416,10.7,Advertisement,2021-01-23
73275,3216,54.84,Advertisement,2022-08-08
28633,3406,0.0,Subscription,2022-04-11
35321,910,1.91,Advertisement,2023-03-12
21226,4593,5.25,Advertisement,2022-01-20
1627,3045,0.0,Subscription,2022-06-20
16421,669,0.0,Subscription,2023-04-12
81957,1804,11.45,Advertisement,2022-05-23
9575,440,2.73,Advertisement,2022-05-11
90260,1192,19.36,Advertisement,2023-03-23
53348,927,20.0,Subscription,2023-03-18
2374,387,6.08,Advertisement,2023-04-17
28592,534,17.02,Advertisement,2022-12-24
83462,2734,7.64,Advertisement,2023-04-17
24082,1361,0.0,Subscription,2023-04-07
97913,2934,0.0,Subscription,2022-09-06
73348,430,55.41,Advertisement,2020-10-08
59791,3057,7.11,In-app Purchase,2022-09-28
35455,3712,60.0,Subscription,2021-11-09
54808,1115,20.13,Advertisement,2021-03-08
33820,1747,20.81,Advertisement,2021-03-27
76063,2831,14.19,Advertisement,2021-10-03
48761,2062,0.0,Subscription,2023-01-09
1799,40,4.34,Advertisement,2022-10-30
31952,3035,1.6,Advertisement,2021-06-16
47053,2626,21.9,Advertisement,2020-10-29
45114,159,42.22,Advertisement,2022-11-30
89295,3032,54.9,Advertisement,2022-11-08
49355,1581,0.0,Subscription,2023-03-23
58331,3165,8.86,Advertisement,2023-01-19
13661,623,10.84,Advertisement,2022-12-18
50438,1832,0.0,Subscription,2023-02-05
88058,4063,0.0,Subscription,2022-11-20
53257,2509,4.33,Advertisement,2022-01-05
1278,3429,5.86,Advertisement,2022-11-20
28672,1222,20.33,Advertisement,2021-01-07
8340,3666,13.52,Advertisement,2022-05-21
77905,3840,0.0,Subscription,2023-02-09
63897,1361,30.69,Advertisement,2022-08-08
99513,4804,6.58,In-app Purchase,2022-08-01
54401,2824,10.0,Subscription,2022-12-11
97775,248,0.0,Subscription,2022-09-20
25769,113,2.03,Advertisement,2022-10-07
40473,1183,60.0,Subscription,2022-12-11
70677,4799,0.0,Subscription,2022-05-10
3578,4157,43.89,In-app Purchase,2022-12-27
36384,4125,4.45,Advertisement,2021-09-01
9281,705,0.0,Subscription,2022-12-29
78613,548,7.03,In-app Purchase,2022-06-26
52138,843,0.0,Subscription,2022-03-23
94367,1013,0.0,Subscription,2021-03-08
50852,3917,0.0,Subscription,2022-04-22
3590,4304,200.0,Subscription,2023-04-15
14751,2698,26.34,Advertisement,2020-12-07
75459,750,5.93,Advertisement,2022-11-28
13028,4880,79.97,Advertisement,2023-04-04
70951,670,8.21,In-app Purchase,2022-12-22
86704,265,6.01,Advertisement,2022-11-24
25110,4221,60.0,Subscription,2021-09-18
61487,2751,7.4,Advertisement,2022-07-17
61413,4538,0.0,Subscription,2022-11-24
83075,390,13.35,Advertisement,2021-07-26
68970,627,9.22,Advertisement,2022-10-18
76987,1406,39.14,Advertisement,2022-03-30
49240,4711,7.68,Advertisement,2022-04-05
68415,2902,0.0,Subscription,2022-08-01
14375,664,13.88,Advertisement,2022-07-27
48412,3411,25.19,Advertisement,2022-03-20
91029,2865,12.63,In-app Purchase,2023-04-07
56724,1162,0.0,Subscription,2023-02-26
79258,950,15.56,Advertisement,2021-12-20
82587,237,7.92,Advertisement,2023-01-03
72954,1485,13.61,Advertisement,2021-11-19
24973,2884,0.0,Subscription,2022-11-22
30324,3398,2.57,Advertisement,2023-02-25
29001,347,0.0,Subscription,2022-07-22
69624,4243,15.0,Advertisement,2023-04-17
11,1818,50.0,Subscription,2022-08-02
31168,3794,70.0,Subscription,2023-03-28
16490,4247,30.0,Subscription,2021-09-16
38788,1836,0.0,Subscription,2023-01-18
70194,821,10.0,Subscription,2023-02-22
73109,1961,13.79,Advertisement,2022-04-20
69986,3474,53.22,In-app Purchase,2023-03-03
30893,691,60.0,Subscription,2022-05-03
7047,1973,3.67,Advertisement,2023-03-22
66152,1929,5.93,Advertisement,2022-08-22
75994,2101,10.53,Advertisement,2023-03-12
34274,1034,6.58,Advertisement,2022-02-15
34062,3563,30.0,Subscription,2022-11-13
1841,1621,6.75,Advertisement,2023-03-01
28208,4467,162.82,Advertisement,2022-06-28
95589,4604,110.0,Subscription,2022-08-21
63087,2479,0.0,Subscription,2022-09-20
51270,856,3.5,Advertisement,2022-02-06
62923,699,3.65,Advertisement,2023-01-06
49739,83,5.34,Advertisement,2022-10-16
47989,1458,0.0,Subscription,2022-12-18
56887,4410,83.72,In-app Purchase,2022-05-11
94657,440,10.17,Advertisement,2022-08-01
72415,1280,12.92,Advertisement,2022-12-18
2714,4289,6.17,Advertisement,2023-02-09
84461,1088,0.0,Subscription,2022-11-05
5592,3975,11.34,Advertisement,2021-07-20
35830,548,8.44,In-app Purchase,2022-11-05
9695,3986,70.0,Subscription,2022-08-21
98898,2531,0.0,Subscription,2022-12-17
30438,1318,9.02,Advertisement,2023-04-19
5099,2803,30.0,Subscription,2023-04-15
49248,217,11.11,Advertisement,2021-12-15
77893,51,5.03,In-app Purchase,2021-08-13
23148,484,7.01,Advertisement,2022-11-24
77976,4060,10.68,Advertisement,2023-04-08
10320,254,0.0,Subscription,2022-09-24
78577,4277,100.0,Subscription,2021-11-19
39269,1798,5.29,Advertisement,2022-12-24
84362,3011,27.39,Advertisement,2022-04-16
96687,3746,12.57,In-app Purchase,2023-01-18
37539,14,1.8,Advertisement,2021-06-02
4068,1952,0.0,Subscription,2022-06-16
77119,4935,15.8,Advertisement,2022-08-01
23308,1484,6.71,Advertisement,2020-10-09
74262,4064,16.53,Advertisement,2022-05-04
77081,2183,8.76,Advertisement,2021-05-05
69154,1875,20.0,Subscription,2022-12-27
24294,1602,0.0,Subscription,2022-02-14
9288,679,7.96,In-app Purchase,2023-03-19
63171,1545,0.0,Subscription,2023-03-16
71442,3648,0.0,Subscription,2023-01-26
52408,2585,144.44,Advertisement,2023-04-08
80080,3072,3.36,In-app Purchase,2023-04-01
73867,1330,2.48,Advertisement,2022-02-18
99221,1218,1.44,In-app Purchase,2022-09-13
48489,1675,13.02,In-app Purchase,2023-02-01
89555,2945,13.28,Advertisement,2021-10-21
55333,4610,4.81,Advertisement,2023-04-13
37549,2934,0.0,Subscription,2022-12-30
63199,3665,0.0,Subscription,2023-02-07
85854,739,8.24,Advertisement,2022-09-03
70753,2035,40.0,Subscription,2022-09-24
81773,4793,0.0,Subscription,2021-02-04
40096,2139,23.9,Advertisement,2021-10-14
38071,837,29.33,Advertisement,2022-07-07
68055,2096,9.18,Advertisement,2021-09-25
5846,3460,10.0,Subscription,2023-02-12
31847,1670,0.0,Subscription,2020-11-25
61314,432,6.39,Advertisement,2023-04-11
92762,790,17.27,Advertisement,2023-03-07
15402,3377,0.0,Subscription,2021-05-10
74208,89,0.0,Subscription,2023-03-19
52480,1840,7.84,In-app Purchase,2022-11-23
14397,2498,12.65,Advertisement,2022-11-11
68799,1528,6.61,Advertisement,2022-10-19
