content_id,content_type,genre,release_year,duration_minutes,average_user_rating
137,TV Show,Documentary,2020,68,1.7
138,TV Show,Western,1990,77,1.2
139,TV Show,Action,2020,176,1.7
140,TV Show,Crime,2009,188,2.3
141,TV Show,Documentary,2022,137,1.6
142,TV Show,Comedy,2020,138,1.3
143,Movie,Sport,2010,150,4.2
144,Movie,Animation,2021,136,4.6
145,Movie,Western,1998,95,3.7
146,Movie,Horror,2001,77,1.8
147,Live Event,Thriller,2003,135,4.1
148,Movie,Horror,1995,136,4.7
149,Movie,Sport,2001,68,2.2
150,Movie,Biography,2022,123,3.1
151,Movie,Romance,1995,72,2.2
152,TV Show,Mystery,1993,124,1.0
153,TV Show,Sport,1996,207,3.0
154,Movie,Comedy,1991,73,4.5
155,Live Event,Mystery,2011,223,4.1
156,Movie,Sci-Fi,2008,200,1.2
157,Movie,Adventure,2005,194,4.3
158,TV Show,Horror,2000,39,2.1
159,Movie,Crime,1990,70,2.4
160,Movie,Adventure,2007,140,3.5
161,TV Show,Fantasy,2012,175,4.2
162,Movie,Western,1996,200,3.7
163,TV Show,Biography,2005,56,2.1
164,Movie,Sport,1991,81,1.8
165,TV Show,Fantasy,1999,237,4.5
166,Movie,Biography,2006,205,1.2
167,TV Show,Western,2004,34,2.8
168,Movie,Western,1991,54,1.9
169,TV Show,Family,2002,217,4.5
170,Movie,Crime,2019,121,3.4
171,TV Show,Family,1999,92,1.1
172,TV Show,Comedy,1990,169,4.5
173,Movie,Thriller,2013,33,4.6
174,TV Show,Drama,2022,219,3.6
175,Movie,Comedy,1997,117,4.1
176,TV Show,Animation,1993,149,2.3
177,Movie,Horror,2020,239,2.5
178,Movie,Horror,2011,163,1.8
179,Movie,Romance,2006,189,3.0
180,TV Show,Action,1996,187,2.1
181,Live Event,Documentary,2005,114,4.0
182,Movie,Sport,2015,145,2.3
183,TV Show,Animation,2016,226,1.1
184,Movie,Biography,2010,118,3.2
185,Movie,Biography,1999,103,2.8
186,Movie,Western,2000,48,4.8
187,TV Show,Family,1997,44,2.2
188,Live Event,Action,2022,76,3.6
189,TV Show,History,1998,148,2.0
190,TV Show,Sport,2012,145,4.3
191,Movie,Fantasy,2004,114,2.0
192,Movie,Documentary,2005,234,3.2
193,Movie,Animation,2016,126,2.8
194,Movie,Comedy,2010,36,4.9
195,TV Show,Biography,1994,33,3.9
196,Movie,Music,2000,165,1.8
197,Movie,Music,2017,65,4.2
198,Movie,Mystery,1995,112,4.4
199,TV Show,Comedy,2003,145,4.7
200,Movie,Romance,1994,211,2.6
201,Movie,Documentary,2015,77,2.3
202,TV Show,Comedy,2012,130,4.4
203,Movie,War,1997,31,2.6
204,TV Show,Drama,1997,122,4.0
205,TV Show,Romance,1996,154,2.2
206,Movie,Thriller,2004,142,3.8
207,Movie,Drama,2007,179,1.4
208,Movie,Biography,2004,97,3.8
209,TV Show,Sci-Fi,2016,45,3.7
210,Movie,Fantasy,2005,84,3.6
211,TV Show,Sci-Fi,1999,95,3.2
212,TV Show,War,2019,52,4.1
213,TV Show,Drama,1998,233,3.6
214,Movie,Thriller,1996,82,4.3
215,Movie,Adventure,2000,217,3.1
216,Movie,Animation,2004,45,4.7
217,TV Show,Fantasy,2002,72,2.8
218,TV Show,Western,1991,176,1.9
219,TV Show,Horror,2018,44,1.2
220,Movie,Music,1994,220,2.6
221,TV Show,War,2022,67,2.8
222,Movie,Comedy,2018,191,3.5
223,Movie,Adventure,1996,42,1.3
224,Movie,Crime,2009,159,4.2
225,TV Show,Crime,2005,102,2.8
226,Movie,Sport,2021,180,2.4
227,Movie,Thriller,2012,147,1.0
228,Movie,Music,2009,41,1.2
229,Movie,Music,2004,166,2.4
230,Movie,Adventure,2019,168,3.3
231,TV Show,Animation,1997,155,1.0
232,Movie,Western,2020,75,3.7
233,Movie,Documentary,2009,125,3.6
234,TV Show,Romance,2018,97,2.6
235,Movie,Adventure,1997,191,2.3
236,Movie,Music,2021,34,1.6
237,Movie,Sci-Fi,2008,99,2.4
238,Movie,Mystery,2012,144,2.3
239,Movie,Action,2012,171,1.5
240,TV Show,History,2018,89,4.5
241,Movie,Sport,2008,91,4.7
242,Movie,Family,2006,110,4.2
243,Movie,Fantasy,2013,111,4.8
244,Movie,War,2017,189,3.5
245,Movie,Crime,2005,207,2.8
246,Movie,Comedy,2002,197,3.7
247,Movie,Biography,1998,213,4.5
248,Movie,Thriller,2022,217,4.5
249,Movie,War,1998,59,1.1
250,TV Show,Romance,2010,132,1.6
251,TV Show,Family,1995,43,1.8
252,TV Show,Mystery,1998,216,4.8
253,TV Show,Family,2009,52,3.5
254,Movie,Sport,2021,212,3.8
255,Movie,History,1998,78,2.0
256,TV Show,Western,2005,156,3.9
257,Movie,Family,1997,56,4.8
258,Movie,Family,2015,194,4.4
259,Live Event,Thriller,2013,80,4.6
260,Movie,Mystery,1995,199,4.1
261,Movie,Drama,2019,203,3.3
262,TV Show,Crime,1991,46,2.2
263,Movie,Animation,2008,195,1.3
264,TV Show,Documentary,2013,229,1.2
265,Movie,Sci-Fi,2019,210,4.3
266,Live Event,Documentary,2020,112,1.7
267,Movie,History,1996,101,2.0
268,TV Show,Western,2013,66,1.0
269,Movie,Drama,2008,156,3.7
270,Live Event,Horror,2008,63,3.5
271,Movie,Documentary,1995,182,3.8
272,Movie,Thriller,2019,213,2.4
273,Movie,Romance,1996,117,1.1
274,TV Show,Drama,2008,197,3.5
275,TV Show,Adventure,1992,135,3.4
276,TV Show,Family,2001,67,3.5
277,Movie,Documentary,2013,121,1.1
278,Movie,History,2015,41,3.6
279,Movie,Comedy,2022,202,1.3
280,TV Show,Romance,2003,44,4.0
281,Movie,Biography,2016,234,3.4
282,TV Show,Mystery,2007,165,3.2
283,TV Show,Drama,2002,163,2.9
284,Movie,Animation,1997,124,1.7
285,Movie,History,2014,87,2.5
286,Movie,Comedy,2019,194,1.2
287,TV Show,History,1992,227,1.9
288,Movie,Adventure,2000,39,1.5
289,Live Event,Sport,2009,189,2.5
290,Live Event,Comedy,1994,114,3.5
291,Movie,Family,1993,167,4.5
292,Movie,Comedy,2020,178,4.2
293,Movie,History,2022,211,3.6
294,Movie,Thriller,1995,40,3.0
295,TV Show,Music,2004,80,3.2
296,Movie,Sport,1994,70,2.3
297,Movie,Family,2005,183,4.8
298,Live Event,Western,1990,74,2.7
299,Movie,Biography,1990,37,1.2
300,Movie,Comedy,2013,122,4.9
301,TV Show,Comedy,2006,114,1.6
302,Movie,Biography,2000,218,3.3
303,TV Show,Thriller,1994,197,4.3
304,Movie,Action,2003,210,1.4
305,Movie,History,1993,72,4.7
306,Movie,Thriller,1996,205,1.7
307,TV Show,Music,1991,104,1.9
308,TV Show,Fantasy,2014,76,3.3
309,TV Show,Animation,2006,72,1.0
310,Movie,Documentary,2017,185,1.7
311,TV Show,Fantasy,2013,141,3.4
312,Movie,Mystery,2018,195,2.7
313,TV Show,Sci-Fi,1990,110,4.2
314,Movie,Action,2003,182,1.8
315,Movie,Mystery,2016,111,3.0
316,TV Show,Documentary,2020,92,3.7
317,Movie,Adventure,1991,78,2.9
318,TV Show,Horror,2017,39,3.9
319,Movie,Drama,2015,199,2.4
320,Movie,History,1991,163,2.8
321,TV Show,Comedy,2015,145,4.8
322,Movie,Fantasy,1994,231,3.7
323,Movie,Western,2015,217,4.3
324,Movie,Thriller,1997,177,4.3
325,Movie,Family,1993,49,2.3
326,TV Show,Comedy,2014,234,4.9
327,Movie,Fantasy,2006,235,3.5
328,Movie,Family,2012,187,3.9
329,Movie,Sport,1990,68,4.2
330,TV Show,Western,1999,239,4.3
331,Movie,Drama,2017,60,2.0
332,Live Event,History,2004,94,1.7
333,Movie,Fantasy,2003,168,4.8
334,TV Show,Biography,1997,196,1.2
335,Movie,Western,2011,164,3.4
336,TV Show,Sci-Fi,2015,38,4.9
337,Movie,History,2008,111,4.1
338,Live Event,Sport,2021,211,4.7
339,Movie,Documentary,1994,145,4.2
340,TV Show,Crime,2000,180,4.0
341,Movie,Romance,2016,69,2.2
342,Movie,Western,2002,212,1.4
343,Movie,War,2022,89,3.9
344,Movie,Mystery,2019,224,4.0
345,Movie,Drama,2014,62,3.0
346,Movie,Family,2009,31,2.8
347,TV Show,Biography,2006,55,4.6
348,TV Show,History,2006,210,2.3
349,Movie,Horror,2018,97,1.7
350,TV Show,Horror,2022,64,1.3
351,Movie,Sci-Fi,2010,228,3.6
352,Movie,Music,1996,210,1.2
353,Movie,Sport,2018,233,1.6
354,TV Show,Fantasy,2021,144,3.7
355,Movie,War,2000,71,2.6
356,TV Show,Sport,2010,190,1.8
357,Movie,Horror,2008,203,3.3
358,Movie,Romance,2017,58,3.0
359,TV Show,History,2017,44,3.1
360,TV Show,Drama,2007,237,4.0
361,Movie,Fantasy,2016,135,3.5
362,Live Event,Western,2007,76,4.5
363,TV Show,War,2020,212,3.9
364,Movie,Mystery,2007,237,1.7
365,Movie,Western,2010,214,2.6
366,Movie,Biography,2012,232,2.3
367,Movie,Action,2008,71,1.6
368,TV Show,War,2014,212,2.7
369,TV Show,Documentary,1990,229,2.4
370,Movie,Documentary,2000,42,4.8
371,TV Show,History,2022,200,2.9
372,Movie,History,1994,198,4.4
373,Movie,War,2012,198,4.8
374,Movie,Western,2003,92,3.8
375,Movie,Sci-Fi,2005,78,4.5
376,Movie,Biography,1993,184,2.0
377,Movie,Adventure,2010,189,2.3
378,TV Show,Drama,2007,60,2.3
379,Movie,Comedy,1997,151,1.6
380,TV Show,Action,1998,213,4.2
381,Movie,Family,2018,52,2.1
382,Movie,War,2022,135,3.5
383,Movie,Action,1996,55,3.7
384,Movie,Adventure,2013,188,4.6
385,Movie,Family,2008,77,2.3
386,TV Show,Fantasy,2017,55,2.3
387,Movie,Comedy,1999,163,1.4
388,TV Show,History,1995,116,2.2
389,Movie,Biography,1997,44,2.0
390,Movie,History,2011,80,1.6
391,Movie,Documentary,1996,33,1.3
392,Movie,Adventure,2010,44,2.9
393,Movie,Biography,1991,47,2.9
394,TV Show,Adventure,1994,151,2.1
395,Live Event,Horror,2007,46,2.2
396,TV Show,Mystery,2017,91,2.7
397,TV Show,Animation,2011,212,4.4
398,Movie,Thriller,2022,156,1.5
399,TV Show,Animation,2015,158,3.8
400,Movie,Western,1996,70,3.8
401,Movie,Drama,2001,192,1.8
402,TV Show,Mystery,2003,130,4.7
403,TV Show,Fantasy,2000,205,1.5
404,Movie,History,2001,48,4.6
405,Movie,Action,1994,180,3.8
406,Live Event,Comedy,2022,65,4.0
407,TV Show,Sport,2001,176,3.6
408,TV Show,Thriller,1992,213,3.9
409,Movie,Horror,2001,170,4.0
410,TV Show,Horror,2020,231,3.1
411,Movie,Action,2002,153,1.9
412,Movie,Romance,2012,84,2.1
413,Movie,Thriller,2012,135,2.5
414,TV Show,Documentary,1994,174,3.7
415,Movie,Crime,2006,187,4.5
416,Movie,Drama,1999,63,3.7
417,TV Show,Mystery,2019,127,4.8
418,Movie,Fantasy,1990,51,2.4
419,Movie,Music,2015,127,3.4
420,TV Show,Biography,2010,213,1.1
421,Movie,Fantasy,2017,112,3.4
422,TV Show,Adventure,2022,191,1.5
423,Live Event,Animation,1996,191,2.9
424,Live Event,Fantasy,2020,127,1.9
425,TV Show,Music,2015,113,2.3
426,Movie,Family,1991,52,2.6
427,Movie,Animation,1996,59,3.2
428,TV Show,Comedy,1998,101,4.1
429,Movie,Crime,2013,205,3.7
430,Movie,Thriller,2022,130,1.2
431,TV Show,Mystery,1997,234,2.1
432,Movie,Crime,1999,189,3.4
433,Movie,Sci-Fi,1991,58,3.9
434,Movie,Family,2020,175,3.3
435,TV Show,Comedy,2017,154,1.0
436,Movie,Adventure,2005,231,1.5
437,TV Show,Thriller,2004,75,4.8
438,Movie,Comedy,1996,233,3.9
439,TV Show,Comedy,1992,67,4.5
440,Movie,Thriller,1995,144,1.5
441,TV Show,Horror,2014,142,4.4
442,TV Show,Sci-Fi,2010,169,3.5
443,Live Event,Adventure,2003,129,2.2
444,TV Show,Comedy,2013,153,3.2
445,Movie,Family,1997,120,1.1
446,Movie,Fantasy,2009,209,3.4
447,Movie,Mystery,2004,135,3.7
448,TV Show,Horror,2008,79,3.8
449,Movie,Action,2021,239,4.5
450,Movie,War,2016,188,4.6
451,Movie,Sport,1991,187,1.9
452,Movie,Western,2013,87,3.1
453,Movie,Music,2005,43,2.0
454,Movie,Western,2019,48,2.2
455,Movie,Western,1996,155,4.8
456,TV Show,Biography,1996,169,2.4
457,TV Show,Animation,2012,236,1.7
458,Movie,Western,2007,168,3.6
459,Movie,Mystery,2015,40,2.6
460,Movie,Thriller,2012,41,3.6
461,Movie,Family,2013,145,1.1
462,TV Show,Thriller,1999,225,2.3
463,TV Show,Horror,2016,176,2.2
464,TV Show,Adventure,1995,93,2.8
465,Movie,Romance,1991,115,4.3
466,Movie,Fantasy,1998,88,1.3
467,TV Show,Music,2020,165,4.9
468,Movie,Drama,1997,168,4.7
469,Movie,Documentary,2003,103,1.7
470,Movie,Drama,1997,212,4.3
471,Movie,Biography,2008,70,4.8
472,TV Show,Mystery,2004,227,4.3
473,Movie,Drama,2019,46,2.2
474,TV Show,Action,1994,37,1.7
475,Movie,Music,2015,214,4.5
476,TV Show,Sci-Fi,2019,31,1.3
477,Movie,Animation,2005,124,3.7
478,TV Show,Action,2013,74,1.2
479,TV Show,Fantasy,1997,153,3.9
480,Movie,Documentary,2021,211,4.8
481,Movie,Documentary,2000,71,2.6
482,TV Show,Sci-Fi,1998,185,1.9
483,TV Show,War,2010,216,1.5
484,TV Show,Fantasy,2001,106,4.2
485,Movie,Animation,2004,237,4.4
486,Movie,Crime,2008,172,3.3
487,Movie,History,1998,228,4.5
488,Movie,Animation,1998,61,3.1
489,Movie,Drama,2011,158,3.3
490,TV Show,Action,2014,56,4.0
491,Movie,Family,2017,106,3.5
492,TV Show,Western,2009,203,4.8
493,TV Show,Drama,2021,131,2.6
494,Movie,Adventure,2006,189,3.4
495,Movie,Documentary,1997,44,1.1
496,TV Show,Drama,2003,78,4.9
497,Movie,Thriller,2000,212,4.5
498,Movie,Thriller,2003,189,3.3
499,Movie,Music,2011,66,4.0
500,Movie,Mystery,1992,167,2.6
501,TV Show,Family,2021,36,2.8
502,Movie,Horror,2014,197,2.4
503,Movie,Comedy,1998,118,3.2
504,TV Show,Animation,1996,62,2.6
505,Movie,History,2006,197,2.8
506,Movie,Sci-Fi,2022,118,3.1
507,TV Show,Sci-Fi,2004,103,2.6
508,TV Show,Family,1995,211,2.4
509,Movie,Music,2009,98,1.4
510,Live Event,Mystery,2003,199,3.1
511,Movie,Crime,1992,195,2.8
512,Movie,Sci-Fi,1998,196,3.7
513,Live Event,Western,2012,38,3.2
514,Movie,Music,2021,186,1.3
515,TV Show,Action,1992,52,2.7
516,TV Show,Romance,1994,170,2.8
517,Movie,Family,2021,150,2.5
518,TV Show,Horror,2018,108,2.1
519,TV Show,Thriller,1998,236,2.2
520,Movie,Biography,2010,55,4.0
521,TV Show,Crime,1992,129,4.2
522,Movie,Sport,2002,35,3.7
523,TV Show,Biography,2016,63,1.3
524,Movie,Action,1990,112,3.8
525,TV Show,Family,1998,229,4.7
526,Movie,History,2007,91,3.2
527,Movie,Animation,2009,93,1.4
528,TV Show,Family,2018,151,4.2
529,TV Show,Mystery,2001,198,2.8
530,TV Show,Mystery,1994,157,4.9
531,Movie,Family,2014,126,4.4
532,Movie,Mystery,2012,98,2.4
533,TV Show,Adventure,1996,161,1.7
534,Movie,Animation,2002,80,2.7
535,Movie,Animation,2018,124,4.4
536,Movie,Thriller,2020,118,2.2
537,TV Show,Fantasy,1996,65,1.7
538,Movie,Crime,1995,177,4.7
539,Movie,Mystery,1999,224,3.6
540,Movie,Documentary,1994,180,2.4
541,Movie,Drama,1999,49,4.7
542,Movie,History,1997,227,2.0
543,TV Show,Sport,2008,140,4.1
544,Live Event,History,2002,40,4.1
545,Movie,Animation,1992,31,1.7
546,TV Show,Romance,1992,211,2.8
547,Movie,Horror,1990,58,4.6
548,Live Event,Sci-Fi,2000,134,1.2
549,TV Show,Sport,1999,104,2.5
550,Movie,Documentary,1991,186,2.9
551,TV Show,Action,1994,36,2.8
552,Movie,Family,2021,85,3.8
553,Movie,Sport,2005,200,4.0
554,TV Show,Drama,2006,33,2.1
555,Movie,History,1996,152,4.4
556,Movie,War,2019,148,2.9
557,Movie,Family,1991,174,4.9
558,Movie,Adventure,2000,126,3.1
559,TV Show,Comedy,2018,163,1.4
560,TV Show,Romance,2002,224,1.3
561,Movie,Comedy,2019,152,4.9
562,TV Show,Biography,1993,52,2.7
563,Movie,Fantasy,1994,186,2.5
564,Movie,Biography,2016,112,1.7
565,Movie,Documentary,2022,91,2.5
566,TV Show,Biography,2001,223,2.4
567,Movie,Family,2005,68,3.1
568,TV Show,Crime,1993,72,2.2
569,Movie,Western,1997,66,3.5
570,Movie,Mystery,1993,172,2.5
571,TV Show,Documentary,2015,227,4.7
572,Movie,Fantasy,2006,97,1.4
573,Movie,Mystery,2013,36,2.0
574,Movie,Crime,1995,84,3.1
575,Live Event,War,2018,173,1.0
576,Movie,Sci-Fi,1992,236,1.1
577,TV Show,Thriller,2021,138,4.6
578,TV Show,Drama,2009,108,4.0
579,Movie,Mystery,2010,132,4.5
580,Movie,Action,2021,98,2.7
581,Movie,Western,2022,117,1.9
582,Movie,Music,2005,171,3.2
583,Movie,Western,2014,145,2.9
584,TV Show,Mystery,1993,223,3.6
585,Movie,Sport,2022,70,2.8
586,TV Show,Crime,2018,92,4.1
587,TV Show,Mystery,2011,145,5.0
588,TV Show,Thriller,1997,169,1.5
589,Movie,Romance,2003,94,4.9
590,Movie,Sci-Fi,1999,70,3.1
591,TV Show,Fantasy,2007,123,3.7
592,TV Show,Crime,2011,183,3.8
593,Movie,Sci-Fi,2019,73,4.2
594,Movie,Horror,2002,72,2.8
595,Movie,Comedy,1995,158,2.2
596,Movie,Horror,1996,226,1.5
597,Movie,Sci-Fi,2006,213,4.3
598,Movie,Crime,2021,234,2.6
599,Movie,Biography,2002,78,3.8
600,TV Show,Drama,2016,126,4.8
601,TV Show,Documentary,2008,136,2.2
602,TV Show,Mystery,1991,211,2.5
603,TV Show,War,2002,200,1.3
604,TV Show,Sport,2009,83,2.3
605,TV Show,Animation,2008,70,1.7
606,Movie,Crime,2015,71,2.0
607,TV Show,Horror,2000,81,1.4
608,TV Show,Animation,1997,128,2.1
609,TV Show,Mystery,1993,120,3.2
610,Live Event,Music,1997,62,3.8
611,Movie,Drama,2013,117,4.1
612,TV Show,Action,2008,115,3.7
613,Movie,Horror,1991,100,1.7
614,Movie,Documentary,1996,151,1.5
615,Movie,Music,1993,165,1.4
616,Movie,War,2015,185,1.7
617,Movie,Animation,1997,192,4.0
618,TV Show,Biography,2006,238,4.5
619,TV Show,Action,2012,141,4.1
620,TV Show,Drama,1995,163,4.7
621,Movie,Action,2003,132,3.9
622,TV Show,Crime,1995,120,3.6
623,TV Show,Family,1994,117,5.0
624,Movie,Romance,1998,130,4.8
625,TV Show,Adventure,2019,154,1.9
626,Movie,Animation,2003,139,3.2
627,Movie,Music,1990,222,3.0
628,Movie,Documentary,2022,204,1.3
629,Movie,Family,2009,208,4.1
630,Movie,Drama,2004,40,4.3
631,Movie,Action,1997,157,4.0
632,Movie,Biography,2003,160,4.9
633,Movie,Western,2004,177,2.9
634,Movie,Crime,1995,103,4.0
635,TV Show,Sci-Fi,2021,61,3.9
636,Movie,Biography,2012,103,1.6
637,TV Show,Sport,2019,116,3.8
638,TV Show,Western,2019,234,2.9
639,TV Show,Horror,1991,105,3.3
640,TV Show,Fantasy,2007,36,3.4
641,Movie,Sport,1990,90,4.9
642,Live Event,Adventure,2011,66,3.6
643,TV Show,Sport,2010,101,1.6
644,TV Show,Action,1992,116,1.6
645,TV Show,Drama,2008,163,4.6
646,Movie,Crime,1996,54,3.7
647,TV Show,Adventure,2016,168,1.8
648,TV Show,Western,2003,204,1.9
649,TV Show,Western,2012,201,4.1
650,TV Show,Mystery,2008,130,1.5
651,Movie,Mystery,1998,198,1.3
652,Movie,Music,1991,50,3.8
653,Movie,Thriller,1995,226,3.6
654,Movie,Mystery,1996,174,1.5
655,Movie,Adventure,2001,38,4.8
656,Movie,Crime,2007,180,2.0
657,TV Show,Family,1992,99,4.9
658,Movie,Action,1993,111,1.5
659,Movie,Family,2001,40,3.6
660,Live Event,Mystery,2012,166,1.8
661,Movie,History,2019,109,3.4
662,TV Show,Sci-Fi,2000,38,4.1
663,TV Show,Music,2006,219,1.8
664,TV Show,Mystery,2005,123,2.5
665,Movie,Family,2004,103,3.5
666,Movie,Drama,2005,86,3.4
667,Movie,Action,1999,62,1.8
668,Movie,Comedy,1997,47,1.8
669,Movie,Sport,1995,239,4.5
670,Live Event,History,2015,213,1.6
671,Movie,Music,2004,37,2.7
672,Movie,Horror,2016,156,3.5
673,Movie,Music,1992,61,4.1
674,Movie,Documentary,2000,233,3.8
675,Movie,Sport,2012,88,2.4
676,TV Show,Horror,1990,116,1.1
677,Movie,War,2013,185,3.0
678,Movie,Horror,2016,49,3.1
679,TV Show,Documentary,2002,43,3.8
680,Movie,Music,1995,81,3.6
681,TV Show,Adventure,2014,215,2.2
682,Movie,Adventure,2013,90,2.3
683,TV Show,Biography,1999,178,4.0
684,Movie,Romance,1994,30,2.2
685,Movie,Fantasy,2000,232,3.7
686,TV Show,Action,2004,64,3.6
687,Movie,Drama,2002,123,1.2
688,Live Event,Sci-Fi,2011,214,3.4
689,TV Show,Sport,2018,117,1.1
690,TV Show,Fantasy,2015,77,3.0
691,Movie,Documentary,2010,166,3.1
692,Movie,Crime,2008,197,1.6
693,TV Show,Biography,1998,193,2.6
694,Movie,Western,2009,172,3.2
695,Movie,Comedy,2004,129,1.8
696,Movie,Action,2021,40,1.3
697,TV Show,Western,2004,96,3.5
698,Movie,Crime,2017,155,4.9
699,Movie,Sci-Fi,1991,208,1.9
700,Movie,Music,2016,233,4.8
701,Live Event,Comedy,1992,133,1.7
702,Movie,Western,2008,179,3.6
703,TV Show,Thriller,1990,185,2.7
704,Movie,Crime,2001,177,1.7
705,Movie,History,2010,69,2.1
706,TV Show,Drama,2014,86,1.9
707,Movie,Biography,2006,38,3.7
708,Movie,Thriller,2021,56,3.9
709,Movie,Horror,2011,150,2.9
710,Movie,Fantasy,2022,183,2.9
711,TV Show,Thriller,2002,97,1.3
