user_id,content_id,interaction_type,interaction_timestamp
23052,4460,Disliked,2022-07-28 07:07:32
60192,967,Disliked,2023-01-20 02:03:49
88427,3849,Disliked,2021-12-28 23:25:06
88427,4887,Shared,2022-11-21 02:36:23
75311,3005,Added to Playlist,2022-05-30 10:36:30
34541,1185,Liked,2023-01-28 17:12:34
34541,3255,Disliked,2023-03-05 09:37:55
42503,3090,Added to Playlist,2022-05-18 19:55:02
23279,4491,Shared,2023-01-28 12:56:09
23279,974,Added to Playlist,2023-03-10 05:38:34
46468,1072,Shared,2023-02-23 07:51:44
89759,3240,Played,2022-08-13 04:16:25
85453,3632,Disliked,2023-01-27 06:24:48
85453,4975,Added to Playlist,2023-04-16 17:34:44
1778,970,Added to Playlist,2023-03-11 06:21:00
60904,2926,Shared,2023-03-01 05:56:46
88534,2758,Played,2022-10-01 05:05:52
93212,4841,Disliked,2022-08-07 20:05:33
19270,2924,Shared,2023-03-09 01:55:15
19270,2959,Shared,2023-04-07 04:30:55
19270,4955,Disliked,2023-02-21 19:58:56
66171,4089,Shared,2021-03-02 04:19:24
66322,3165,Disliked,2022-11-07 00:12:51
13563,86,Liked,2021-06-27 14:34:54
13563,1381,Disliked,2021-06-28 14:19:38
41796,2763,Liked,2023-02-13 03:53:54
79787,1422,Liked,2022-09-16 15:18:16
69205,3141,Liked,2022-10-24 06:29:46
38573,2350,Added to Playlist,2023-04-18 00:01:24
37545,546,Disliked,2022-06-28 15:03:08
37545,1428,Disliked,2023-04-03 11:58:07
89266,4464,Played,2023-04-04 00:23:00
55876,2801,Shared,2022-09-24 12:12:52
68614,1556,Played,2022-02-16 17:39:30
78891,877,Disliked,2022-04-22 06:43:07
78891,3555,Added to Playlist,2022-03-25 19:38:33
40341,4872,Added to Playlist,2022-09-17 07:25:47
40341,1650,Liked,2021-11-27 01:41:17
61099,4433,Added to Playlist,2021-10-04 06:49:17
60716,1256,Liked,2022-06-26 00:59:59
60716,4376,Shared,2021-12-29 19:01:20
84906,3897,Shared,2023-03-29 10:23:17
8216,1273,Played,2023-03-13 10:07:38
8216,4,Played,2022-11-27 11:51:56
83731,532,Liked,2022-11-02 18:38:39
83731,3705,Disliked,2022-01-29 18:38:32
83731,508,Played,2022-03-10 18:09:12
29468,4207,Shared,2023-03-07 15:21:57
29468,2220,Disliked,2023-03-11 10:29:14
3638,4918,Played,2022-05-21 18:12:51
3638,2640,Added to Playlist,2022-12-12 04:36:18
3638,770,Disliked,2020-12-02 09:16:12
17033,1319,Disliked,2022-09-12 11:06:34
47983,1804,Liked,2022-03-15 08:45:04
19568,3643,Added to Playlist,2022-01-13 15:35:28
53265,779,Disliked,2022-12-31 22:25:27
53265,72,Shared,2022-06-27 19:00:01
53265,1739,Disliked,2021-07-01 14:59:15
53265,2604,Disliked,2022-06-18 02:42:08
74534,4627,Liked,2023-03-17 08:51:17
74534,240,Disliked,2023-03-05 16:59:48
74534,4369,Shared,2023-04-13 07:17:13
86051,4987,Played,2023-01-21 11:21:26
48451,1170,Played,2022-08-08 05:09:50
48451,3677,Liked,2023-01-06 00:38:11
85313,3536,Played,2022-04-01 13:53:53
95344,2912,Liked,2021-10-06 08:12:57
97124,3539,Played,2021-09-20 08:52:03
32396,2851,Liked,2022-03-27 04:17:58
32396,1067,Added to Playlist,2022-10-05 23:46:54
62573,4838,Shared,2022-02-24 21:50:02
85183,197,Played,2023-02-23 09:45:39
83394,4310,Played,2022-07-13 22:58:20
83394,3263,Shared,2023-03-09 12:34:20
47553,4019,Disliked,2021-06-28 00:37:39
74751,4022,Liked,2023-01-16 10:46:09
74751,1955,Added to Playlist,2023-04-09 06:23:27
30757,2931,Shared,2023-03-25 16:18:54
1369,4784,Played,2022-12-18 03:13:57
1369,1402,Disliked,2023-02-17 05:13:11
64347,261,Disliked,2022-11-13 16:51:00
8836,308,Added to Playlist,2021-09-02 12:15:42
39868,2731,Played,2023-03-12 15:56:47
39868,1367,Disliked,2021-08-17 05:14:24
21172,2708,Played,2022-06-30 13:50:51
49995,2366,Added to Playlist,2023-04-16 22:06:16
49995,433,Liked,2022-10-15 17:31:14
54663,2773,Liked,2023-01-02 16:49:27
13566,1251,Added to Playlist,2022-12-29 01:27:53
45679,1765,Liked,2023-03-27 05:24:25
45679,1456,Added to Playlist,2021-12-12 01:02:53
54234,1926,Liked,2023-02-16 14:36:25
54234,4951,Liked,2023-01-22 23:06:36
93114,3826,Liked,2022-05-12 19:47:16
93298,1644,Shared,2020-12-03 09:34:26
93298,2795,Added to Playlist,2022-08-31 04:11:05
13304,52,Played,2023-04-13 10:33:14
33613,3610,Disliked,2023-04-07 00:12:43
33613,2424,Played,2023-04-14 06:29:06
71561,3753,Added to Playlist,2023-01-30 07:01:52
4524,954,Liked,2022-10-30 01:21:58
4524,1729,Disliked,2023-02-21 02:25:33
82250,3755,Added to Playlist,2023-02-04 21:25:47
82250,3087,Added to Playlist,2023-03-08 08:03:10
8349,518,Shared,2022-02-11 16:47:17
53076,1761,Added to Playlist,2021-02-14 12:00:16
26772,3957,Played,2023-02-19 11:22:24
59051,1200,Added to Playlist,2021-02-04 14:39:46
79415,4184,Played,2021-05-22 20:35:30
18631,1869,Disliked,2021-10-15 13:41:43
18631,1401,Liked,2022-04-12 12:31:00
84327,3124,Liked,2022-09-02 11:18:45
13568,1002,Disliked,2022-05-29 21:28:01
13568,4228,Liked,2022-06-28 19:07:39
79409,2742,Played,2022-10-23 05:26:26
54144,2736,Disliked,2022-01-12 07:03:37
84371,588,Disliked,2023-02-27 14:26:19
72324,936,Liked,2023-01-19 08:18:57
67193,2078,Disliked,2022-07-12 02:14:57
56925,3465,Shared,2021-06-18 05:44:12
56925,1532,Played,2022-08-15 19:19:05
40541,2555,Liked,2022-03-25 11:07:48
40541,2122,Added to Playlist,2021-10-23 11:21:47
95403,1372,Disliked,2023-04-05 08:00:44
11161,3569,Disliked,2023-03-27 14:02:23
11161,4044,Added to Playlist,2023-03-17 04:48:12
11161,1286,Shared,2023-03-19 04:32:58
89299,1527,Shared,2022-11-03 16:52:26
68728,4544,Added to Playlist,2021-07-27 23:50:34
68728,2066,Played,2021-02-15 02:03:19
36946,2369,Shared,2023-01-18 02:11:47
2529,1033,Disliked,2021-12-18 21:35:50
85594,1701,Liked,2023-02-21 11:53:28
38834,4960,Liked,2022-03-10 13:36:27
68822,4731,Added to Playlist,2022-10-25 16:19:13
8921,1719,Liked,2023-04-09 09:44:40
46973,1738,Liked,2023-01-25 10:50:04
46973,266,Disliked,2023-03-20 12:21:32
67078,185,Liked,2022-08-16 11:39:02
93886,1276,Shared,2023-03-25 01:34:21
93886,651,Disliked,2022-07-06 18:08:04
22969,888,Added to Playlist,2022-01-23 10:51:47
81911,4505,Added to Playlist,2022-03-16 13:37:14
81911,3541,Played,2022-05-07 11:58:58
43946,4643,Disliked,2023-04-15 05:51:52
12151,2699,Played,2022-11-26 09:03:03
34358,1705,Played,2021-05-03 11:47:56
34358,3670,Liked,2021-05-10 23:57:41
34358,3855,Disliked,2021-05-07 09:21:47
94157,915,Shared,2022-05-10 20:56:11
23541,3211,Shared,2022-02-04 06:00:53
16843,4290,Disliked,2023-04-06 15:01:38
66188,1156,Liked,2022-10-26 11:25:27
39009,119,Disliked,2023-04-07 20:19:06
1897,560,Played,2023-02-16 09:57:17
25947,1588,Added to Playlist,2021-04-16 12:52:28
25947,1331,Shared,2023-03-22 18:36:48
42175,3537,Disliked,2022-09-11 08:54:33
42175,784,Liked,2022-10-01 21:27:34
93565,567,Played,2023-04-02 23:08:50
32689,1596,Shared,2021-01-29 14:49:34
32689,497,Played,2021-06-05 16:07:25
58026,2271,Shared,2022-05-15 23:38:46
58026,4615,Disliked,2021-02-12 23:07:02
54132,799,Liked,2022-01-07 20:23:58
45665,2915,Shared,2022-11-13 00:46:02
31597,917,Shared,2021-11-06 05:08:10
95672,4795,Shared,2022-06-20 12:36:04
75178,3928,Played,2022-10-17 21:33:59
75178,1877,Liked,2021-11-08 17:45:51
48631,1636,Shared,2023-02-01 21:38:35
48631,2248,Liked,2023-03-17 05:06:51
4711,4555,Liked,2023-03-04 08:51:48
4711,3111,Shared,2023-04-18 05:03:12
16822,1272,Shared,2022-09-19 20:34:33
65792,1762,Disliked,2021-10-28 22:49:22
59327,3734,Shared,2022-10-25 13:55:27
78473,4181,Disliked,2022-10-01 17:52:58
85991,3144,Shared,2023-03-22 06:01:31
94553,3683,Played,2022-04-02 00:48:33
50438,4592,Disliked,2022-12-04 03:01:55
50438,1832,Liked,2023-03-15 18:39:31
16852,1050,Played,2022-12-18 20:40:53
16852,1830,Added to Playlist,2022-02-26 10:54:54
48263,4051,Played,2023-03-14 02:04:12
48263,1989,Added to Playlist,2022-07-27 22:34:29
99714,1540,Played,2022-08-25 08:35:15
45961,571,Liked,2022-06-30 09:43:07
60807,3902,Liked,2022-12-19 09:51:02
29235,450,Added to Playlist,2023-02-21 12:32:42
58097,446,Disliked,2022-06-01 17:57:11
58097,1621,Disliked,2022-09-10 22:16:49
58097,2659,Disliked,2022-12-11 06:37:07
91124,855,Shared,2022-06-23 16:25:34
91124,2366,Liked,2022-04-22 21:47:21
33296,687,Disliked,2021-10-10 21:38:08
5223,3799,Disliked,2022-09-08 15:41:53
5223,890,Liked,2022-05-01 19:01:22
5223,50,Shared,2023-01-07 03:21:16
22117,1311,Added to Playlist,2022-10-23 23:09:27
53634,1587,Added to Playlist,2023-03-23 09:19:27
53634,2826,Liked,2022-05-25 09:22:45
44381,2100,Liked,2021-07-19 23:40:33
4796,3331,Added to Playlist,2022-07-19 11:23:59
33594,2453,Shared,2022-03-31 06:36:56
33594,4805,Shared,2022-01-18 11:02:16
28066,4892,Disliked,2021-11-07 20:54:04
86916,756,Disliked,2022-10-16 19:31:40
78822,4181,Disliked,2021-09-04 13:47:56
78822,3670,Liked,2021-12-03 14:22:53
26136,1904,Shared,2023-01-24 06:28:12
60667,279,Shared,2022-12-10 14:21:21
94646,1225,Disliked,2023-03-01 17:55:48
94646,1200,Shared,2023-02-07 15:05:50
97885,3932,Liked,2023-01-13 12:46:25
97885,4868,Liked,2022-10-04 13:03:31
57397,2173,Disliked,2023-03-13 12:12:56
57397,4234,Added to Playlist,2023-02-28 21:32:59
70300,446,Shared,2021-03-05 14:00:11
7619,2966,Liked,2023-01-12 03:16:07
9564,4019,Played,2022-04-09 04:51:32
49053,728,Added to Playlist,2021-07-17 04:45:40
91811,3505,Shared,2021-09-11 17:12:11
70883,1759,Disliked,2022-07-27 23:55:06
70883,1932,Shared,2021-10-09 19:35:08
70883,4216,Disliked,2022-10-10 08:12:38
66741,1236,Added to Playlist,2023-02-08 18:50:46
66741,3977,Liked,2023-03-21 21:23:44
66741,520,Shared,2022-08-23 05:22:47
78446,1922,Disliked,2022-10-19 17:11:24
83755,3444,Played,2021-12-14 01:22:17
79102,4650,Disliked,2022-06-26 08:14:34
23250,2770,Played,2023-02-03 13:52:52
23250,1473,Shared,2022-12-10 04:29:40
63640,772,Shared,2022-05-29 11:50:23
14949,3628,Shared,2023-01-26 09:59:47
14949,2625,Added to Playlist,2022-12-12 13:46:17
14949,1956,Liked,2022-12-05 09:17:01
14949,1745,Played,2022-10-22 18:15:18
34983,4371,Played,2023-04-08 08:59:46
34983,817,Shared,2022-04-23 20:30:12
62467,2677,Shared,2022-08-31 19:55:00
62467,3222,Played,2022-12-07 19:17:29
68667,4576,Disliked,2021-11-14 22:41:07
68667,3034,Added to Playlist,2021-01-24 04:09:50
40107,248,Disliked,2023-04-14 01:37:27
15247,4325,Played,2022-08-14 02:28:43
36287,3178,Shared,2021-04-09 08:36:21
97266,1342,Liked,2022-07-30 02:36:16
51702,4620,Liked,2023-04-17 12:27:06
51702,2099,Played,2023-04-13 01:22:01
51702,1362,Played,2023-04-17 06:42:30
51702,197,Liked,2023-03-23 15:16:46
62132,4995,Played,2020-06-04 11:41:42
3257,2416,Played,2021-09-09 20:14:37
3257,2201,Liked,2021-09-03 14:20:38
94236,4917,Played,2021-12-02 10:10:44
45056,2951,Played,2022-07-06 04:35:20
59027,645,Added to Playlist,2023-04-18 19:33:41
34484,1046,Played,2023-03-16 08:42:13
34484,2629,Liked,2023-01-14 03:39:28
26285,381,Liked,2022-08-30 19:33:48
93944,4740,Shared,2022-09-30 20:51:21
29094,1255,Played,2023-02-05 09:21:34
29094,4604,Played,2022-04-10 05:13:44
92784,4963,Added to Playlist,2021-06-23 02:55:51
37408,4368,Played,2022-09-10 08:34:40
37408,1659,Disliked,2022-07-29 18:49:47
9812,1370,Liked,2022-10-13 15:16:00
19679,3062,Disliked,2020-08-19 05:26:46
19679,312,Added to Playlist,2020-12-17 16:12:25
19679,3112,Shared,2022-01-03 22:16:05
30500,103,Shared,2022-04-23 01:54:32
30500,3757,Shared,2022-05-14 14:53:21
30500,473,Played,2022-12-16 04:52:32
25277,4269,Liked,2022-10-29 18:54:30
25277,2836,Shared,2022-05-02 13:18:40
6143,2208,Shared,2021-10-11 06:33:43
6143,803,Played,2021-09-29 21:42:23
6143,3515,Shared,2023-01-30 11:56:57
63439,3439,Liked,2022-12-14 08:12:58
63439,1300,Shared,2022-09-12 16:56:25
65001,513,Played,2022-09-13 18:36:54
61615,3922,Shared,2022-06-29 12:45:56
61615,3808,Disliked,2022-07-19 20:44:52
15515,1014,Shared,2023-02-23 08:58:36
54414,4160,Shared,2022-02-17 13:43:14
54414,2958,Disliked,2022-12-29 08:45:52
54414,3295,Disliked,2022-03-13 05:52:33
54414,4116,Added to Playlist,2021-03-31 06:34:21
92043,2643,Played,2023-04-16 20:46:08
92043,4332,Liked,2023-02-18 12:14:56
62127,940,Shared,2023-02-21 15:13:19
52171,4538,Added to Playlist,2023-01-08 16:29:45
54985,1314,Disliked,2023-01-15 20:09:24
83271,1793,Liked,2021-08-01 16:46:10
83271,277,Disliked,2022-02-21 03:27:01
15781,2737,Liked,2023-04-06 10:22:52
66098,2240,Played,2022-07-08 03:18:32
66098,4542,Disliked,2022-07-05 00:22:51
49290,4146,Disliked,2023-03-29 12:19:58
42236,3639,Disliked,2020-12-04 04:03:48
42236,55,Played,2020-10-21 12:52:26
19314,3275,Liked,2022-02-20 22:21:44
71987,4249,Liked,2021-10-07 04:59:08
71987,4829,Liked,2023-02-13 06:30:47
11063,4906,Added to Playlist,2022-04-27 02:13:02
15659,4885,Liked,2022-12-08 03:37:45
15659,1773,Liked,2023-03-06 18:29:32
53524,977,Played,2022-10-08 01:46:41
53524,2708,Shared,2022-10-10 18:50:13
87989,896,Liked,2022-12-05 05:54:25
3895,4229,Shared,2022-10-10 03:08:49
59328,1657,Disliked,2023-04-06 07:37:25
59328,2113,Played,2021-05-15 10:33:28
59328,142,Played,2023-04-07 00:49:49
93228,1195,Shared,2023-03-14 13:29:33
93228,976,Liked,2023-03-17 10:44:50
93228,835,Shared,2022-08-03 21:35:06
51120,2479,Shared,2022-10-17 07:35:48
294,1272,Added to Playlist,2022-09-23 01:35:09
14212,2896,Disliked,2022-10-10 11:12:15
11340,4929,Liked,2021-09-02 06:05:07
60382,2279,Shared,2022-11-20 11:40:24
14680,4877,Added to Playlist,2022-11-24 07:17:55
14680,203,Liked,2021-09-17 23:02:56
33676,3613,Added to Playlist,2022-06-13 06:20:22
33676,3562,Played,2021-12-15 13:54:07
84059,2213,Shared,2023-03-28 13:59:34
58080,3133,Disliked,2021-08-04 00:32:33
58080,2739,Added to Playlist,2021-09-03 19:52:27
58080,761,Shared,2022-03-04 19:00:13
15177,2667,Liked,2022-10-19 15:10:50
43587,2670,Liked,2022-11-27 10:32:14
25252,4753,Added to Playlist,2022-06-05 19:29:00
68983,3,Added to Playlist,2020-12-17 08:45:01
68983,3115,Liked,2022-01-31 12:41:38
45131,2550,Shared,2022-09-07 04:57:56
45131,156,Added to Playlist,2023-01-16 08:32:27
17241,807,Liked,2023-02-23 10:35:49
17241,2108,Played,2022-11-26 10:35:01
70228,1894,Disliked,2023-02-05 04:19:56
70228,4809,Played,2022-03-15 06:11:33
65231,3398,Liked,2022-10-13 10:09:18
19047,4639,Shared,2022-07-30 02:04:19
37099,4758,Liked,2022-12-09 12:01:03
1136,1065,Disliked,2023-03-23 05:51:08
44572,4407,Played,2022-06-06 08:00:01
44572,2801,Shared,2022-08-02 06:47:03
66930,3747,Shared,2022-06-25 17:21:57
66930,3207,Added to Playlist,2023-01-01 11:01:16
60082,795,Played,2022-12-01 12:07:32
60082,2679,Shared,2022-05-29 14:23:48
23476,4657,Liked,2022-02-11 05:43:08
23476,1336,Disliked,2021-04-08 09:54:03
4745,4304,Shared,2022-04-19 06:58:08
4745,1262,Played,2022-12-27 18:13:05
34018,2630,Liked,2023-01-19 05:28:56
7344,4530,Added to Playlist,2021-05-30 03:15:08
12583,4071,Added to Playlist,2023-02-11 16:57:15
12583,2610,Added to Playlist,2022-07-24 12:15:03
79737,179,Added to Playlist,2021-02-19 02:05:36
85398,1598,Shared,2023-02-24 00:51:57
48016,415,Liked,2022-10-19 02:43:51
23268,1375,Shared,2022-06-28 18:33:30
75346,2116,Played,2022-06-19 12:50:23
38072,4027,Liked,2023-01-18 21:55:23
43445,116,Shared,2022-07-05 04:48:59
31993,4207,Added to Playlist,2023-02-25 09:09:17
99698,1547,Added to Playlist,2022-02-26 23:41:05
99698,3833,Liked,2023-01-18 03:01:32
18241,1737,Liked,2022-03-20 17:08:53
57030,3753,Disliked,2021-07-09 13:53:32
5565,3755,Shared,2022-09-11 18:13:45
5565,232,Shared,2023-03-03 15:49:28
69820,3204,Played,2021-11-18 21:59:18
69820,122,Added to Playlist,2023-03-14 02:59:13
42587,1469,Liked,2022-09-10 01:12:26
47291,4745,Played,2022-10-01 11:05:34
72271,1333,Shared,2022-12-20 01:53:12
72271,760,Played,2022-12-31 15:37:59
91548,1425,Liked,2022-05-15 13:02:12
21311,4556,Liked,2022-06-23 18:40:46
11283,2761,Disliked,2023-01-09 07:00:58
12032,757,Disliked,2022-06-23 03:36:19
43966,2931,Shared,2023-03-27 20:06:56
36893,3094,Disliked,2023-03-22 09:39:04
36893,3354,Disliked,2023-04-13 19:07:57
49982,2000,Liked,2023-04-17 10:03:45
49982,3409,Added to Playlist,2023-03-30 16:32:33
49982,3189,Played,2023-04-13 03:27:53
49982,1023,Liked,2023-03-01 13:36:04
42639,3690,Added to Playlist,2021-12-12 04:25:48
97822,4500,Disliked,2022-03-31 06:42:03
97822,1111,Added to Playlist,2023-04-05 22:47:01
97822,39,Shared,2021-12-20 13:25:57
43596,834,Added to Playlist,2022-12-08 07:11:32
43596,2501,Shared,2022-04-09 18:03:29
43596,1796,Disliked,2022-02-18 06:03:29
83797,2625,Disliked,2023-03-09 21:38:05
83797,3935,Liked,2023-02-27 06:16:13
83797,2700,Played,2022-12-01 14:04:06
83797,4356,Shared,2023-01-06 19:57:02
20954,4243,Played,2021-12-03 22:44:24
40665,1427,Played,2022-11-21 01:17:17
83284,1940,Shared,2023-01-23 16:23:11
20668,2959,Shared,2023-02-27 10:52:16
20668,2220,Shared,2023-02-08 07:00:28
19924,611,Shared,2023-02-19 20:53:32
23682,919,Added to Playlist,2022-12-03 16:17:24
16680,3369,Added to Playlist,2021-07-16 22:05:53
16680,1958,Disliked,2023-01-24 05:17:15
40454,1209,Added to Playlist,2022-04-18 00:32:30
90126,3022,Played,2022-03-29 19:09:09
90126,4274,Liked,2021-07-24 15:25:09
63978,4065,Shared,2023-03-16 03:53:45
27825,506,Disliked,2021-06-02 16:38:15
27825,1790,Played,2022-10-10 20:20:47
26232,1220,Played,2022-01-27 01:17:35
56397,2101,Disliked,2022-10-20 21:07:42
56397,1737,Disliked,2020-11-26 06:24:16
72958,826,Shared,2022-04-18 19:14:54
93102,3098,Played,2023-03-24 18:27:07
17803,1696,Added to Playlist,2023-01-31 03:52:16
17803,4824,Disliked,2022-10-22 09:51:08
17685,2893,Liked,2021-08-27 17:06:37
17685,4340,Added to Playlist,2020-11-13 02:38:25
67457,25,Disliked,2021-08-04 01:24:03
67457,1883,Shared,2021-06-29 17:43:31
22145,789,Added to Playlist,2021-12-02 05:38:05
22145,600,Liked,2022-10-30 18:49:46
8705,4854,Liked,2022-08-04 11:05:02
39845,524,Disliked,2021-12-03 02:24:54
97018,715,Played,2022-10-15 16:28:45
34184,484,Added to Playlist,2021-08-25 04:20:48
997,3853,Shared,2021-05-31 04:53:44
16551,3862,Added to Playlist,2022-06-26 10:20:04
9190,4956,Shared,2023-04-18 10:32:17
9190,2047,Disliked,2023-04-17 07:08:48
43555,1052,Played,2022-02-28 19:31:45
22762,975,Disliked,2021-05-03 04:56:09
26256,4107,Shared,2021-08-14 22:01:24
71557,2585,Disliked,2023-01-19 13:34:06
17820,1690,Played,2020-11-15 07:47:39
17820,3917,Played,2020-09-19 01:34:03
17820,1663,Added to Playlist,2022-10-14 23:27:44
22490,1304,Disliked,2021-10-27 15:36:37
22490,4035,Disliked,2021-06-02 13:39:29
94492,2047,Shared,2022-10-07 15:06:20
4288,4454,Added to Playlist,2021-09-18 17:52:59
85124,1098,Shared,2022-12-20 01:58:29
85124,14,Added to Playlist,2021-09-24 20:54:08
85124,3441,Disliked,2023-03-31 01:24:03
50032,4934,Played,2023-02-11 09:57:32
50032,3271,Played,2022-11-09 11:08:55
50032,665,Liked,2021-12-13 14:03:44
70376,249,Disliked,2021-11-08 11:44:36
70376,1679,Played,2022-04-30 06:04:20
